snapped_at,price,market_cap,total_volume
2018-03-11 00:00:00 UTC,7.756667395001472,768018665.4486756,36291608.32309193
2018-03-12 00:00:00 UTC,8.288910980612451,820718231.8343612,38875800.57366294
2018-03-13 00:00:00 UTC,8.102033232695906,802214718.5021524,43400394.605640545
2018-03-14 00:00:00 UTC,10.360680808000959,1025852449.523407,201941778.26664186
2018-03-15 00:00:00 UTC,8.972114678018473,888364962.7293211,111221454.17565566
2018-03-16 00:00:00 UTC,9.12466717501761,903469795.6671935,85913410.62043405
2018-03-17 00:00:00 UTC,9.32083364878871,922893022.9011652,83020085.54486383
2018-03-18 00:00:00 UTC,9.190484020016697,909986584.7579333,80212949.57823303
2018-03-19 00:00:00 UTC,8.96181196941392,887344850.3395499,77379871.99165475
2018-03-20 00:00:00 UTC,8.853623882613032,876632715.1130468,72771669.66871382
2018-03-21 00:00:00 UTC,9.162013026533659,907167557.8092036,74877017.0722946
2018-03-22 00:00:00 UTC,10.031165435825256,993225814.4628019,105197718.48136657
2018-03-23 00:00:00 UTC,10.090219945053997,999073037.6395766,97893022.54349375
2018-03-24 00:00:00 UTC,11.707239428229286,1159180604.7466946,147337002.85046193
2018-03-25 00:00:00 UTC,13.235912458917268,1310540636.2072344,236705492.4991811
2018-03-26 00:00:00 UTC,12.747660420336196,1262196848.859168,168402270.07559666
2018-03-27 00:00:00 UTC,12.099021861973561,1197972550.6414502,119871884.17597741
2018-03-28 00:00:00 UTC,11.48278508504472,1136956482.4106178,90495209.15397514
2018-03-29 00:00:00 UTC,11.615320787017932,1150079372.4057934,79205168.2193997
2018-03-30 00:00:00 UTC,10.210282293727676,1010960891.0311522,68924948.49272239
2018-03-31 00:00:00 UTC,10.461188567278032,1035804124.800467,67409065.3933609
2018-04-01 00:00:00 UTC,11.115510878254739,1100591194.0995147,81370054.41539173
2018-04-02 00:00:00 UTC,11.136879243545204,1294791444.4088721,80970643.72677293
2018-04-03 00:00:00 UTC,12.680933121363953,1474305624.9064999,107585265.75968133
2018-04-04 00:00:00 UTC,13.21698359959313,1536627713.330391,124785245.05225115
2018-04-05 00:00:00 UTC,12.262637544095591,1425673910.1471741,105609578.09731337
2018-04-06 00:00:00 UTC,12.537621143759361,1457643944.517778,92117585.72276327
2018-04-07 00:00:00 UTC,12.304351591161451,1430523652.1683824,73449971.57905291
2018-04-08 00:00:00 UTC,12.400381856740026,1441688284.8770936,71133704.51622066
2018-04-09 00:00:00 UTC,12.060487434470405,1402171614.1533742,65272953.58959079
2018-04-10 00:00:00 UTC,11.887882933647377,1382104338.0300696,66794341.40405678
2018-04-11 00:00:00 UTC,12.022866451018963,1397797738.273252,72542391.71382695
2018-04-12 00:00:00 UTC,12.13922298893697,1411325536.0074863,75009092.87898983
2018-04-13 00:00:00 UTC,12.799931730343992,1488140594.060288,113951568.11847185
2018-04-14 00:00:00 UTC,13.417312721422798,1559918298.3622198,127875331.93067239
2018-04-15 00:00:00 UTC,13.086582059822462,1521467021.1525834,80258419.79753803
2018-04-16 00:00:00 UTC,12.959183256487508,1477881975.9162362,94077376.4551113
2018-04-17 00:00:00 UTC,12.184611133181534,1389548771.7763839,60497045.978941895
2018-04-18 00:00:00 UTC,11.741575281205545,1339024391.700793,56935242.69900723
2018-04-19 00:00:00 UTC,12.218015022481854,1393358194.4032097,67094297.6827928
2018-04-20 00:00:00 UTC,12.371723835790444,1410887345.7572906,60493856.27219845
2018-04-21 00:00:00 UTC,12.302105756625004,1402948010.2019415,57935931.57241976
2018-04-22 00:00:00 UTC,13.28982921982262,1515589268.1082652,115856304.74488458
2018-04-23 00:00:00 UTC,12.852767058971171,1465746135.4745786,64990541.231874175
2018-04-24 00:00:00 UTC,13.560522838457365,1546459517.5721395,111240576.581186
2018-04-25 00:00:00 UTC,15.241439470736335,1738153418.699689,143003680.59745717
2018-04-26 00:00:00 UTC,13.342972207280585,1521649762.9524255,117282813.389688
2018-04-27 00:00:00 UTC,14.57726507688748,1662410114.0401974,108207053.76125766
2018-04-28 00:00:00 UTC,14.212057912211318,1620761417.8632853,80240016.21620454
2018-04-29 00:00:00 UTC,15.041869385737895,1715394188.7610571,99627464.52096352
2018-04-30 00:00:00 UTC,14.947588206817171,1704642241.494217,75309588.9914693
2018-05-01 00:00:00 UTC,14.246399877140533,1624677819.844948,57278364.039767556
2018-05-02 00:00:00 UTC,14.060864795619642,1603519159.8080504,55954336.51180174
2018-05-03 00:00:00 UTC,14.249383899103186,1625018121.558957,56616721.80263655
2018-05-04 00:00:00 UTC,15.448139762196021,1761725786.5811276,158304.06359625087
2018-05-05 00:00:00 UTC,14.237158896409744,1623623966.4815435,52637986.47493238
2018-05-06 00:00:00 UTC,14.291985373392782,1629876448.6428447,50921808.15375907
2018-05-07 00:00:00 UTC,13.900459861655671,1585226374.2164342,54728270.687702514
2018-05-08 00:00:00 UTC,13.685278605630916,1560686826.1955512,43558526.61882009
2018-05-09 00:00:00 UTC,13.396341964807261,1527736118.9477546,37886736.30083614
2018-05-10 00:00:00 UTC,14.550455378709186,1659352701.4754343,79023366.51001543
2018-05-11 00:00:00 UTC,13.708279687569693,1563309899.2512448,51803462.42248516
2018-05-12 00:00:00 UTC,12.933453496550497,1474947720.9016292,42048930.50332476
2018-05-13 00:00:00 UTC,12.96616985132851,1478678736.2046115,33423476.398787934
2018-05-14 00:00:00 UTC,13.118135547834948,1496009100.2699542,61394602.62819729
2018-05-15 00:00:00 UTC,12.904868526380334,1471687854.0288124,38779197.10038204
2018-05-16 00:00:00 UTC,12.560588145112673,1432425675.2273564,35452191.01162074
2018-05-17 00:00:00 UTC,12.249370130238358,1396933971.3398504,28066110.085547395
2018-05-18 00:00:00 UTC,12.475591573103722,1422732556.5098777,46569668.831960835
2018-05-19 00:00:00 UTC,15.118121142296898,1724090037.443812,223791296.1781502
2018-05-20 00:00:00 UTC,14.162741043113783,1615137258.4926414,122227608.08218308
2018-05-21 00:00:00 UTC,14.005451311816811,1597199734.6317813,85497899.5201013
2018-05-22 00:00:00 UTC,14.729696464866585,1679793586.161825,91489605.05834639
2018-05-23 00:00:00 UTC,13.86015042739797,1580629434.3345158,78220692.84265582
2018-05-24 00:00:00 UTC,12.629702695921232,1440307587.759335,59536572.45186048
2018-05-25 00:00:00 UTC,13.008157408916572,1483467051.4359033,50239640.96586981
2018-05-26 00:00:00 UTC,12.88668140310279,1469613771.0288522,44892642.483370274
2018-05-27 00:00:00 UTC,12.735682946504516,1452393712.250376,40360487.62503817
2018-05-28 00:00:00 UTC,12.566594764314381,1433110677.829658,33801373.20571146
2018-05-29 00:00:00 UTC,11.808105584008525,1346611593.2565355,27335160.1323241
2018-05-30 00:00:00 UTC,12.567559714363231,1433220721.9780145,41481700.03268274
2018-05-31 00:00:00 UTC,12.542380064852589,1430349202.2660728,36184483.97301166
2018-06-01 00:00:00 UTC,14.166035026553816,1615512908.6133814,87593586.82940814
2018-06-02 00:00:00 UTC,14.229618420589965,1622764040.8918421,74811539.625106
2018-06-03 00:00:00 UTC,14.537630416988968,1657890126.2966597,77636669.47720502
2018-06-04 00:00:00 UTC,14.566818759817217,1661218802.5657556,71492789.32595728
2018-06-05 00:00:00 UTC,14.214286200106063,1621015534.6892936,51177170.9191536
2018-06-06 00:00:00 UTC,15.51641401780459,1769511870.7645185,94295601.46947405
2018-06-07 00:00:00 UTC,17.159400762279933,1956880198.5573869,148007118.86154008
2018-06-08 00:00:00 UTC,16.20269101643971,1847775784.9861958,111167937.78677846
2018-06-09 00:00:00 UTC,16.146104672518778,1841322605.3290691,85111373.28305948
2018-06-10 00:00:00 UTC,15.747315089231735,1795844126.812452,76221872.71889813
2018-06-11 00:00:00 UTC,14.106251476383061,1608695115.431129,67909109.5808562
2018-06-12 00:00:00 UTC,15.417220624574997,1758199728.2411382,77096058.38934037
2018-06-13 00:00:00 UTC,15.282627462203367,1742850550.3790982,99165372.00633758
2018-06-14 00:00:00 UTC,14.649565989283133,1670655403.3579748,83930089.6511452
2018-06-15 00:00:00 UTC,14.905439079541326,1699835500.6473053,68071249.0444124
2018-06-16 00:00:00 UTC,15.045699980302016,1715831034.7066166,70426732.18899997
2018-06-17 00:00:00 UTC,15.734441899979341,1794376051.703695,75525982.79505663
2018-06-18 00:00:00 UTC,16.46197644288104,1877345029.495765,100236199.44380932
2018-06-19 00:00:00 UTC,16.855544393510947,1922228028.133938,94382741.22793809
2018-06-20 00:00:00 UTC,16.645860782919755,1898315438.6673005,72361370.75566037
2018-06-21 00:00:00 UTC,16.01229751152146,1826063065.8310437,56564944.995037496
2018-06-22 00:00:00 UTC,16.981511044063986,1936593427.4737794,111887531.71363495
2018-06-23 00:00:00 UTC,15.652665471370925,1785050164.0075653,99332781.67913257
2018-06-24 00:00:00 UTC,15.653166454808842,1785107296.8051488,63854331.74143543
2018-06-25 00:00:00 UTC,14.470529937807438,1650237902.675703,84535285.25979745
2018-06-26 00:00:00 UTC,14.920828243620761,1701590502.4047766,54116260.14002157
2018-06-27 00:00:00 UTC,14.136520785629418,1612147068.0529413,32577626.881878544
2018-06-28 00:00:00 UTC,14.028818360581843,1599864544.5525942,41990543.87172669
2018-06-29 00:00:00 UTC,13.886803613019444,1583668999.5260031,64273739.52385782
2018-06-30 00:00:00 UTC,14.360680867684453,1637710573.0015488,53245123.85152242
2018-07-01 00:00:00 UTC,14.458728325138383,1648892031.5415514,57100771.523750156
2018-07-02 00:00:00 UTC,14.108894219619692,1608996498.823897,38129291.31498082
2018-07-03 00:00:00 UTC,14.543253328135938,1658531371.9299018,48762214.33672038
2018-07-04 00:00:00 UTC,14.074940988049802,1605124428.49228,46361943.5090334
2018-07-05 00:00:00 UTC,13.923171995620013,1587816496.796968,35074460.416417465
2018-07-06 00:00:00 UTC,13.347420490486046,1522157052.369004,41877391.50553463
2018-07-07 00:00:00 UTC,13.194538110652921,1504722148.5378237,37168788.97262432
2018-07-08 00:00:00 UTC,13.938075667185208,1589516130.729631,87890595.21145356
2018-07-09 00:00:00 UTC,13.688105768244826,1561009240.9659286,65215134.15114451
2018-07-10 00:00:00 UTC,13.094703831146363,1493336918.5057435,40265946.386681214
2018-07-11 00:00:00 UTC,12.72013500761332,1450620606.6352377,43023689.86277281
2018-07-12 00:00:00 UTC,12.568799844470536,1433362149.3915029,46884407.00160276
2018-07-13 00:00:00 UTC,11.95841386975193,1363752945.3698483,32730630.803036656
2018-07-14 00:00:00 UTC,11.976411308116662,1365805396.4596286,36931088.80569448
2018-07-15 00:00:00 UTC,12.054880819160436,1374754160.7333224,25311091.2890958
2018-07-16 00:00:00 UTC,12.190158389082102,1390181389.3300672,36273801.31712622
2018-07-17 00:00:00 UTC,13.187120853444473,1503876274.9566982,46212449.1636394
2018-07-18 00:00:00 UTC,13.69249108408238,1561509348.041581,72015223.66451941
2018-07-19 00:00:00 UTC,12.774962867980129,1252473840.6777298,76653782.99531306
2018-07-20 00:00:00 UTC,12.560322145505133,1231430187.3362463,46084357.17160197
