Code,@AAPL(P),@MSFT(P),@AMZN(P),@FB(P),@GOOGL(P),@INTC(P),@PEP(P),@CSCO(P),@NFLX(P),@CMCSA(P),@NVDA(P),@ADBE(P),@COST(P),@AMGN(P),@PYPL(P),@TMUS(P),@GILD(P),@TSLA(P),@CHTR(P),@AVGO(P),@TXN(P),@SBUX(P),@MDLZ(P),@QCOM(P),@INTU(P),@VRTX(P),@FISV(P),@ADP(P),@ISRG(P),@AMD(P),@BIIB(P),@BKNG(P),@JD(P),@MU(P),@REGN(P),@ATVI(P),@CSX(P),@WBA(P),@AMAT(P),@ILMN(P),@KHC(P),@NTES(P),@ADI(P),@BIDU(P),@EA(P),@EXC(P),@ADSK(P),@LRCX(P),@XEL(P),@EBAY(P),@MAR(P),@MNST(P),@ROST(P),@CTSH(P),@MELI(P),@LULU(P),@NXPI(P),@ORLY(P),@PCAR(P),@VRSN(P),@VRSK(P),@WLTW(P),@ALXN(P),@ANSS(P),@CDNS(P),@CTXS(P),@DLTR(P),@FAST(P),@KLAC(P),@PAYX(P),@SNPS(P),@XLNX(P),@CERN(P),@CTAS(P),@CSGP(P),@IDXX(P),@MCHP(P),@SGEN(P),@SIRI(P),@WDAY(P),@ALGN(P),@BMRN(P),@CHKP(P),@INCY(P),@SWKS(P),@SPLK(P),@AAL(P),@CDW(P),@CPRT(P),@EXPE(P),@MXIM(P),@TTWO(P),@TCOM(P),@UAL(P),@NTAP(P),@ULTA(P),@WDC(P),@FOXA(P),@LBTYA(P),@GOOG(P),@ASML(P),@FOX(P),@LBTYK(P)
9/22/2015,113.4,43.9,538.3999,92.96,653.2,28.67,92.37,25.14,98.47,28.855,22.89,84.66,142.65,145.93,33.35,42.34,106.51,260.9399,213.9127,124.7,46.61,57.12,41.99,53.94,86.85,114.41,43.14,79.19,164.7365,1.73,275.4641,1288.95,25.54,15.41,530.1799,31.41,27.27,86.71,15.1,193.09,74.31,113.67,55.18,136.12,68.69,28.46,46.93,65.64,33.92,25.61,68.05,44.8462,48.92,61.86,95.5,54.72,86.35,244.89,55.04,69.89,73.79,111.1255,159.24,90.87,21.21,57.4561,69.18,18.305,49.4,46.03,47.51,41.77,62.92,86.01,175.88,76.16,41.99,44.66,3.85,72.89,56.87,117.97,80.05,117.78,86.7,57.63,41.19,40.33,17.185,124.88,33.12,29.68,33.305,58.24,30.07,165.78,72.05,NA,42.1161,622.6899,86.68,NA,39.0776
9/23/2015,114.32,43.87,536.0701,93.97,653.29,28.74,92.4,25.28,98.07,28.685,23,85.5,145.43,145.72,34.16,43.03,105.49,261.0601,211.6566,125.54,46.58,57.79,42.28,53.56,87.59,111.86,43.69,79.37,163.2932,1.7,274.801,1275.99,24.38,14.81,536.5,31.62,26.58,87.44,14.605,189.93,73.31,114.49,55.2,132.37,69.46,29.02,46.92,63.69,34.11,25.59,67.72,44.7862,49.1,62.25,92.59,53.53,85.57,247.85,54.98,70.25,74.26,110.8341,159.63,90.86,21.18,57.6552,69.89,18.235,47.88,46.39,47.57,41.51,63.02,86.58,174.93,76.65,41.35,43.89,3.83,72.63,57.21,117.82,80.09,116.49,88.12,58.61,41.24,40.47,17.045,122.14,32.64,29.86,32.495,58.17,29.7,168.1,71.44,NA,42.1772,622.3601,83.88,NA,39.0429
9/24/2015,115,43.91,533.75,94.41,654.9099,28.48,92.47,25.41,103.76,28.41,23.44,83.91,144.87,143.51,33.91,42.52,102.51,263.1201,204.5232,124.1,46.75,58.37,42.13,53.27,87.86,111.11,43.82,79.58,163.7198,1.72,269.8914,1281.13,25.34,15.34,522,31.49,26.39,85.75,14.69,188.28,72.92,112.9,54,132.59,68.81,29.07,47.05,63.39,34.4,25.61,68.2,45.7129,48.88,61.12,92.52,52.85,85.68,247.98,54.49,69.6,73.53,108.5295,157.05,90.68,21.05,58.1091,69.25,18.34,48.2,46.34,47.03,42,62.33,86.15,171.77,76.08,41.28,42.98,3.78,72.49,56.96,113,79.37,111.95,86.35,57.86,40.25,40.59,16.915,120.5,32.42,29.81,33.35,56.33,29.49,168.01,71.4,NA,42.0376,625.8,84.2,NA,38.7913
9/25/2015,114.71,43.94,524.25,92.77,640.1499,28.81,93.47,26.025,102.24,28.27,23.61,83.13,145.55,138.53,33.77,42.73,100.14,256.9099,202.9749,126.74,47.17,57.99,42.8,53.22,87.88,103.28,43.89,80.3,158.6365,1.71,262.3201,1252.76,25.94,14.91,490.6699,32.06,26.52,85.32,14.6,175.54,73.35,113.12,54.44,134.34,69.49,29.5,46.97,63.08,34.91,25.33,68.5,45.4095,49.08,61.29,91.9,52.58,86.71,252.22,53.16,69.31,73.78,109.0593,149.25,89.94,20.955,57.2729,70.11,18.355,48.61,46.69,46.8,41.93,60.71,88.4,171.24,74.54,41.38,39.34,3.8,72.57,56.65,108.69,79.64,106.62,87.77,57.21,40.24,40.78,17.1,120.05,32.51,30.06,32.67,55.42,29.57,169.15,70.47,NA,41.8369,611.97,85.35,NA,38.5831
9/28/2015,112.44,43.29,504.0601,89.21,624.25,28.76,92.47,25.66,99.47,27.405,23.3,80.52,143.55,132.24,32.25,40.54,94.8,248.43,190.3339,120.85,46.95,55.77,41.47,52.54,86.22,98.5,42.265,78.62,154.5032,1.66,250.7971,1199.14,24.69,14.06,453.98,31.31,25.99,82.63,14.37,167.51,69.99,114.345,53.47,133.06,66.46,29.2,46.14,61.77,34.64,24.14,66.17,44.6929,47.49,60.04,90.05,50.37,82.43,245.88,51.77,67.64,71.72,107.205,145.6,88.29,20.48,55.1547,68.7,18.065,48.49,45.76,46.25,40.66,58.15,85.75,166.26,72.45,40.86,37.28,3.715,70.55,55.33,99.38,78.51,95.16,82.71,54.02,39.08,39.33,16.73,116.72,32,28.47,30.93,53.72,29.1,164.36,68.25,NA,37.5887,594.8899,83.08,NA,35.7112
9/29/2015,109.06,43.44,496.0701,86.67,622.6101,29.24,93.04,25.64,98.35,27.57,23.71,79.83,143.72,133.82,30.63,39.56,96,246.65,185.0917,119.67,47.53,55.72,40.81,52.43,86.83,99.83,42.38,79.09,151.8232,1.67,256.2776,1200.32,24.43,14.38,451.8201,30.66,25.94,82.06,14.55,169.82,69.2,118.59,54.05,136.68,66,29.15,45.24,62.86,34.7,24.08,65.44,44.8495,47.56,60.58,86.7,49.81,82.32,242.98,52.21,68.19,72.25,107.5494,147.75,86.92,20.44,53.8487,66.24,18.245,48.18,46.01,45.96,40.96,59.48,84.8,164.53,72.03,41.67,37.04,3.65,70.7,55.91,96.82,78.81,99.59,82.85,54.44,39.18,39.82,16.695,114.01,32.13,27.97,31.4,52.46,28.95,161.71,69.37,NA,37.0653,594.97,85.21,NA,35.3121
9/30/2015,110.3,44.26,511.8899,89.9,638.3701,30.14,94.3,26.25,103.26,28.44,24.65,82.22,144.57,138.32,31.04,39.81,98.19,248.4,194.4812,125.01,49.52,56.84,41.87,53.73,88.75,104.14,43.305,80.36,153.1932,1.72,268.7861,1236.86,26.06,14.98,465.1399,30.89,26.9,83.1,14.69,175.82,70.58,120.12,56.41,137.41,67.75,29.7,44.14,65.33,35.41,24.44,68.2,45.0462,48.47,62.61,91.06,50.65,87.07,250,52.17,70.56,73.91,108.5295,156.39,88.14,20.68,55.1706,66.66,18.305,50,47.63,46.18,42.4,59.96,85.75,173.06,74.25,43.09,38.56,3.74,68.86,56.76,105.32,79.33,110.33,84.21,55.35,38.83,40.86,16.45,117.68,33.4,28.73,31.59,53.05,29.6,163.35,79.44,NA,37.4578,608.4199,87.98,NA,35.5898
10/1/2015,109.58,44.61,520.72,90.95,642,30,93.85,25.73,105.98,28.705,24.17,83.75,144.56,140.23,31.48,40.13,98.27,239.88,201.0284,122.14,48.44,57.48,42.21,53.18,88.86,107.23,43.755,80.89,151.8566,1.74,264.6318,1247.08,26.5,14.77,472.97,30.9,27.03,84.63,14.67,157.21,70.83,117.41,54.94,137.53,67.2,29.2,43.14,64.44,35.01,24.91,70.11,44.7329,47.86,63.27,90.68,50.28,85.34,251.9,51.66,71.42,78.16,108.556,157.82,87.34,20.52,55.8236,67.44,17.75,49.6,48.14,46.4,41.86,60.15,85.49,170.07,73.68,42.19,38.06,3.79,72.2,55.44,109.79,79.95,117.93,83.37,55.92,39.2,41.01,16.72,119.92,32.67,28.54,31.3,53,29.24,165.59,77.89,NA,38.3432,611.29,85.97,NA,36.4227
10/2/2015,110.38,45.57,532.54,92.07,656.99,30.51,94.16,25.76,106.11,29.36,24.8,83.99,145.86,142.47,32.83,40.7,98.28,247.57,202.5436,123.33,48.77,58.08,43.56,55.07,89.5,115.18,44.11,81.36,154.9566,1.83,267.4414,1265.68,28.91,15.91,479.0701,31.46,27.31,87.11,14.94,163.61,71.41,122.7,55.69,148.51,66.49,29.82,44,65.68,35.33,25.53,71.46,44.6429,48.73,63.27,95.5,51.12,85.88,252.32,52.06,73.31,79.88,109.907,166.07,88.24,20.81,56.9942,66.95,17.99,50.43,47.77,46.92,42.36,61.34,86.31,175.24,75.56,43.38,40.32,3.83,74.09,56.91,113,80.52,126.46,84.06,56.36,38.63,40.59,16.99,122.62,33.29,29.39,33.385,51.76,29.93,165.76,79.44,NA,38.6355,626.9099,88.41,NA,36.7697
10/5/2015,110.78,46.63,543.6799,94.01,671.6799,31.21,95.81,26.85,111.25,29.81,25.42,85.84,148.07,143.8,32.67,40.96,99.26,246.15,207.3876,121.22,50.13,59.04,44.29,56.23,91.31,114.52,44.68,82.7,156.2699,1.8,263.9412,1274.86,28.78,17.57,473.1399,31.97,27.83,87.96,15.1,163.17,72.24,129.17,57.43,149.62,67.59,30.3,44.29,65.42,35.51,25.735,72.76,45.0395,49.15,65.11,96.71,51.27,85.3,254.21,54.25,74.88,81.28,111.6023,163.42,89.74,21.3,57.8941,68.12,18.405,51.73,48.68,47.55,43.64,62.12,87.6,179.73,75.01,45.08,40.29,3.87,75.5,58.47,109.93,82.36,120.83,81.87,55.3,40.19,41.77,17.4,123.95,34.08,30.5,34.535,53.33,30.89,168.04,82.14,NA,39.3333,641.47,89.39,NA,37.4552
10/6/2015,111.31,46.75,537.48,92.8,671.6399,31.74,97.07,27.23,108.33,29.485,25.75,85.15,148.41,141.22,31.86,40.65,97.54,241.46,205.1758,117.11,50.46,58.69,43.9,56.32,90.81,109.46,44.205,82.44,153.1999,1.83,254.2144,1275.45,27.71,18.22,459.8201,31.91,27.7,84.1,15.24,145.81,72.47,126.04,56.89,149.8,66.55,30.21,44.8,65.25,35.04,25.68,71.91,44.6329,47.69,64.98,94.98,51.74,84.73,253.79,54.09,73.27,80.82,111.6818,160,88.89,21.32,57.05,65.19,18.53,52.47,48.53,47.55,44.04,61.48,85.74,181.81,71.7,45.36,38.59,3.91,74.85,55.75,103.24,80.37,112.46,80.71,55.29,38.13,41.83,17.32,122.22,34.27,29.66,34.325,50.78,31.33,165.91,83.02,NA,39.377,645.4399,90.05,NA,37.4465
10/7/2015,110.78,46.8,541.9399,92.4,670,32.315,98.52,27.54,108.1,29.8475,26.02,80.65,147.96,148.05,32.38,40.37,100.27,231.96,204.6007,118.64,51.04,58.78,44.33,56.61,90.96,109.4,44.775,83.65,155.5665,1.86,257.2078,1291.58,27.54,18.62,485.76,31.94,28.37,84.44,15.39,145.94,73.15,128.25,57.87,144.77,66.11,30.13,45.9,66.56,35.03,25.68,74.17,44.8862,48.15,65.99,94.7,54,84.94,251.78,55.05,74.54,80.94,111.7877,164.78,89.66,21.4,57.6791,62.9,19.02,52.67,49.47,47.68,44.47,62.87,87.34,185.72,72.64,45.98,39.5,3.89,76.36,56.55,102.13,79.99,108.65,83.61,57.44,39.31,42.6,17.42,122.93,34.81,29.78,35.07,51.58,31.53,165.05,84.49,NA,39.534,642.3601,90.06,NA,37.5766
10/8/2015,109.5,47.45,533.1599,92.47,667,32.52,98.97,27.91,114.93,30.49,26.17,82.26,151.66,149.9,31.67,39.56,100.81,226.72,207.6531,116.69,51.52,59.46,45.305,57.66,92.29,109.03,45.67,85.12,156.1365,1.93,257.7971,1304.32,27.32,18.72,491.21,31.73,29.09,84.28,15.67,140.37,74.43,130.71,57.72,141.26,65.8,30.88,47.31,67.31,35.51,24.15,76.56,45.3862,49.02,66.36,94.35,54.21,86.49,253.56,55.8,74.71,81.41,111.8937,164.31,90.25,21.37,59.3594,62.08,19.515,53.29,49.96,47.8,45.14,63.42,89.27,188.63,73.2,46.65,38.51,3.89,75.86,56.23,100.72,79.69,103.44,79.43,56.37,39.74,42.56,17.425,122.88,35.31,29.74,34.135,52.26,32.27,163.94,85.27,NA,39.438,639.1599,91.38,NA,37.5506
10/9/2015,112.12,47.11,539.8,93.24,671.24,32.14,99.47,27.91,113.33,30.245,26.07,83.82,153.97,149.59,32.06,39.61,100.65,220.69,206.4034,116.91,50.87,60.07,45,57.78,92.7,110,46.09,85.24,156.5499,1.96,247.9232,1313.29,28.41,18.16,503.9199,32.07,29.08,85.37,15.65,147.77,74.39,129.16,56.69,144.22,65.04,30.82,51.57,66.47,35.26,24.3,76.47,45.8095,49.04,66.94,94.03,52.75,87.32,253.7,55.28,75.07,81.13,111.5494,161.08,91.81,21.75,60.5379,63.36,19.49,53.19,50.06,48.04,44.9,64.08,89.82,187.69,74.05,46.27,39.38,3.85,77.57,56.39,102.69,79.48,105,79.5,58.21,42.42,42.73,17.395,125.34,34.74,29.93,33.635,55.71,33.16,165.8,86,NA,39.3857,643.6101,90.87,NA,37.5332
10/12/2015,111.6,47,550.1899,94.26,676.4299,32.21,99.14,27.96,113.45,30.135,26.35,83.92,153.63,153.03,32.63,40.53,99.51,215.58,205.6181,117.68,51.34,60.54,45.05,57.79,93.21,113.25,46.22,85.68,153.6133,1.87,243.7874,1347.19,28.72,18.03,526.8301,32.58,28.37,86.21,15.6,146.6,73.72,131.48,56.58,144.07,68.11,31.03,51.55,66.48,35.84,24.56,76.41,45.8195,50.53,66.19,92.55,51.91,89.01,257.0701,54.86,75.3,81.46,111.7877,159.86,91.87,21.66,60.2991,63.05,19.405,52.82,50.31,48.1,44.69,65.2,91.04,187.57,75.21,46.28,38.76,3.92,77.51,57.26,102.91,80.15,106.01,79.59,57.25,43.84,43.04,17.47,127.02,34.86,30.63,33.67,57.8,33.37,166.07,85.01,NA,38.6704,646.6699,89.86,NA,36.9693
10/13/2015,111.79,46.89,548.8999,94.12,683.1699,32.04,97.92,27.85,109.73,30.08,26.4,83.65,152.28,147.58,33.22,40.18,98.19,219.25,206.6798,113.42,50.91,60.16,44.84,57.51,91.36,109.4,45.785,85.16,152.1365,1.92,235.8385,1345,26.91,18.18,508.04,32.88,27.71,85.14,15.14,145.43,73.38,132.33,56.05,146.5,68.42,30.59,52.08,64.63,35.89,24.62,75.28,43.8929,49.45,64.84,93.39,51.58,87.02,251.46,53.91,74.57,80.59,111.5229,153.25,91.37,21.63,59.3912,63.46,18.975,51.59,49.78,47.6,44.48,65.07,91.46,184.54,72.74,46.06,37.16,3.91,76.5,56.21,99.34,79.03,101.21,77.47,55.95,43.41,43.45,17.36,128.1,34.71,30.72,34.25,57.3,33.43,163.85,84.37,NA,38.9583,652.3,87.31,NA,37.056
10/14/2015,110.21,46.68,544.8301,94.07,680.4099,32.8,97.49,27.82,110.23,29.97,27.36,83.8,149.84,147.81,34.05,39.51,98.39,216.88,202.1123,117.46,52.65,58.82,44.74,58.63,90.41,113.3,45.465,85.14,151.6199,1.95,236.5293,1311.08,25.52,18.82,509.28,33.02,27.19,84.03,15.44,144.54,73.77,129.27,60.99,145.02,70.57,30.39,51.37,67.29,35.99,23.995,74.17,42.8562,48.5,64.75,90.88,51.54,91.52,247.29,53.3,74.33,79.03,110.1454,152.66,90.26,21.34,58.5789,61.38,18.93,52.59,49.54,47.56,45.38,64.53,90.68,182.52,71.57,47.31,37.58,3.93,74.93,56.5,103.77,78.55,105.91,77.82,54.96,43.8,43.35,17.205,121.85,38.33,30.78,34.22,57.51,33.88,159.26,83.19,NA,39.0455,651.1599,87.27,NA,36.9172
10/15/2015,111.86,47.01,562.4399,95.96,693.02,32.75,98.28,28.15,101.09,30.505,27.43,86.77,151.77,152.54,34.62,39.94,101.64,221.31,205.5186,121.87,52.43,59.69,44.98,59.26,92.43,115.79,45.515,85.97,154.1032,1.97,247.2323,1327.29,26.26,18.66,519.3501,33.8,27.89,87.26,15.72,151.84,75.22,133.39,61.28,150.24,70.97,30.96,52.16,67.46,36.35,24.51,74.84,43.5195,49.34,64.9,93.66,52.52,94.09,251.45,53.48,74.66,79.47,111.4699,161.07,90.82,21.39,59.6062,62.8,19.055,52.65,49.87,48.03,46.27,64.5,93.09,185.5,73.36,47.33,40.44,3.96,77.29,60.65,111.5,79.72,112.52,80.24,56.21,44.46,43.57,17.375,125.18,38.92,31.89,35.075,57.76,33.78,161.06,81.12,NA,39.9527,661.74,88.5,NA,37.9237
10/16/2015,111.04,47.51,570.76,97.54,695.3201,33.04,99.7,28.25,98.99,30.66,27.86,88.67,152.06,152.61,34.29,40.54,102.83,227.01,207.1112,121.07,52.57,59.93,45.85,59.91,93.62,114.32,45.975,86.69,155.7766,1.94,250.8801,1336.57,26.89,18.5,514.5901,34.17,27.43,88.14,15.83,150.22,77.39,139.77,60.19,151,71.71,30.46,52.04,68.28,36.43,24.55,73.83,44.0829,50.3,64.9,95.72,53.81,93.22,254.04,52.53,74.67,79.53,111.7083,160.72,92.15,21.35,60.1,63.46,18.745,52.97,50.23,48.43,46.51,65.25,92.55,184.81,73.7,46.94,39.73,3.96,78.69,60.65,108.84,80.9,107.78,79.6,57.68,43.71,43.95,17.38,127.38,39.74,31.59,35.525,55.97,33.82,166.11,79.52,NA,39.9789,662.2,88.65,NA,37.9323
10/19/2015,111.73,47.62,573.1499,98.47,699.95,33.59,100.18,28.25,101.69,30.78,27.81,88.4,153.22,154.47,34.84,41.21,103.61,228.1,206.0494,118.96,52.64,60.97,46.42,59.1,94.08,115.88,46.38,87.3,159.4799,2.01,251.4787,1376.13,27.09,19.16,523.5601,33.75,27.33,88.46,15.805,147.48,76.8,138.18,60.22,154.68,72.29,30.18,52.44,67.64,36.26,24.555,73.38,44.2329,50.39,65.05,96.49,53.26,93.42,252.22,52.26,75.5,79.61,111.4963,162.11,93.29,21.21,60.4185,63.83,18.52,53.12,50.46,48.4,46.56,65.44,92.67,185.85,74.22,47.23,38.99,3.94,78.53,61.1,107.28,80.59,110.69,77.83,58.79,44.45,44.16,17.53,130.45,39.63,31.38,36,56.75,33.68,168.36,80.48,NA,39.9353,666.1001,88.78,NA,38.0798
10/20/2015,113.77,47.77,560.8799,97,680,33.44,100.27,28.5,98.99,30.775,27.77,86.84,154.56,150.45,34.87,40.7,101.66,213.03,205.2421,119.89,52.43,60.88,45.74,59,94.3,110.25,46.435,87.42,157.6699,2.02,244.8376,1372.51,26.53,17.09,514.6699,33.82,27.76,88.74,16.19,145.1,76.87,139.2,60.4,153.21,72.3,30.58,52,70.03,36.63,24.42,74.89,46.5362,50.34,65.2,96.61,52.93,91.99,252.35,53.02,75.79,79.83,112.8739,159.02,92.07,21.14,60.4583,64.12,18.525,53.86,50.41,48.18,46.59,65.69,92.77,183.12,74.27,47.4,38.06,4.015,79.88,61.98,103.92,81.31,107.5,78.29,57.76,44.79,44,17.64,129.04,39.54,31.75,36.655,55.75,33.72,169.21,74.86,NA,39.595,650.28,89.02,NA,37.7675
10/21/2015,113.76,47.2,555.77,97.11,671.8,33.37,100.25,28.28,97.96,30.555,27.41,86.13,155.21,150.09,33.83,40.22,101.73,210.09,193.9283,120.5,51.9,60.53,45.45,58.97,93.87,109.62,46.295,87.45,166.4698,2.1,254.5368,1364.29,26.01,16.43,518.53,33.78,27.49,88.04,16.07,140.17,77.05,137.17,61.75,149.63,72.79,30.46,51.13,70.79,36.58,24.21,73.85,46.2962,50.18,64.97,95.34,52,91.32,253.2,52.77,74.46,79.2,113.3772,160.31,91.57,21,57.2729,64.28,18.455,63.98,50.31,47.665,46.69,65.7,91.34,182.45,74.68,47.16,38.7,3.91,78.23,61.59,103.94,80.18,107.15,77.67,54.96,44.31,43.705,17.65,129.14,39.44,31.76,36.11,54.55,33.4,168.22,71.44,NA,38.6093,642.6101,90.01,NA,36.8391
10/22/2015,115.5,48.03,563.9099,99.67,681.1399,34.4,103.08,29.01,97.32,30.85,28.4,88.46,158.15,152.31,34.79,40.44,107.6,211.72,197.2793,125.34,58.09,61.49,46.94,60.43,96.86,109.49,47.255,89.69,165.3932,2.14,254.9881,1354.47,26.2,16.72,525.1101,34.75,28.13,88.63,16.21,142.08,79.94,139.2,63.4,153.5,74.54,31.01,52.59,72.61,37.14,27.58,76.87,47.4895,51.04,68.43,97.48,52.33,97.95,256.98,53.93,75.41,79.95,114.2513,166.76,93.08,21.12,64.1693,64.8,19.26,64.9,51.6,49.48,47.63,63.16,92.37,186.71,73.3,48.86,39.76,3.97,79.89,60.78,101.6,82.04,109.02,81.69,57.06,45.99,44.88,17.71,127.58,39.12,32.76,36.195,56.05,34.38,168.02,69.96,NA,37.9464,651.79,92.32,NA,36.388
10/23/2015,119.08,52.87,599.03,102.19,719.3301,34.9,102.43,29.35,100.04,30.99,28.59,87.86,155.74,155.75,34.99,41.27,107.99,209.09,202.3888,129.58,58.98,62.61,46.53,60.725,97.94,114.37,47.875,90.53,166.6766,2.21,255.1355,1366.49,27.1,17.24,536.7,34.9,28.37,89.96,16.44,147.43,77.98,141.6,63.62,157.6,74.92,29.86,52.39,74.57,36.44,28.16,75.295,47.1929,49.66,68.83,99.05,48.49,96.09,260.03,54.85,80.18,81.145,116.4765,171.16,93.58,21.395,64.6152,62.53,19.375,65.35,51.785,49.72,47.16,64.63,93.5,190.87,75.02,49.11,40.42,4.02,79.85,67.97,104.14,80.43,110.02,82.55,56.25,45.67,44.83,17.855,125.41,37.95,33.46,37.17,59.68,34.67,165.91,69.34,NA,38.6093,702,93.64,NA,36.9086
10/26/2015,115.28,54.25,608.6101,103.77,731.1201,34.59,102.54,28.95,103.04,31.09,28.46,88.84,156.73,158.58,36.44,41.38,108.63,215.26,203.5168,123.61,58.81,63.43,46.8,59.21,97.71,114.77,47.77,90.11,165.5166,2.15,252.9341,1416.32,26.84,16.58,545.8701,34.88,27.89,89.48,16.33,147.65,76.81,140.87,61.53,166.24,74.08,29.17,53.61,75.07,36.78,28.17,76.61,47.1528,49.88,68.45,99.6,48.3,91.41,262.47,54.89,80.47,81.5,116.7149,170.01,94.35,21.35,65.4434,63.68,19.24,65.29,52.15,49.89,47.8,64.99,93.53,190.6,75.94,48.51,41.46,4.08,78.95,68.27,104.68,80.98,112.29,77.91,55.04,46.47,44.33,17.945,128.39,38.15,33.33,45.39,61.02,33.15,169.2,67.16,NA,38.6093,712.78,92.29,NA,37.0474
10/27/2015,114.55,53.69,611.01,103.7,732.8201,34.47,102.94,29.05,103.07,30.77,28.44,88.05,157.76,161.98,35.94,39.02,110.96,210.35,200.2764,121.49,58.42,62.71,46.6,59.28,98.03,121.01,47.715,90.33,165.5865,2.15,267.699,1403.28,27.66,16.68,567.79,34.88,26.83,95.16,16.27,145.03,77.17,142.52,61.39,173.86,75.27,28.55,54.1,75.1,36.72,28.37,77.99,46.8695,49.24,68.26,97.34,48.28,90.3,260.1399,51.2,79.83,80.33,116.8474,176.59,94,21.75,65.4832,63.02,19.16,65.34,52.09,49.37,49.22,66.48,92.66,191.18,76.74,47.93,42.94,4.08,77.2,67.09,110.71,83.02,117.64,76.31,54.64,46.46,44.25,17.755,127.11,38.45,33.14,44.315,60.94,33.36,169.09,67.17,NA,38.823,708.49,91.55,NA,37.1255
10/28/2015,119.27,53.98,617.1001,104.2,736.9199,34.71,102.74,29.36,105.8,30.97,28.67,88.5,157.76,162.67,36.52,39.31,108.13,212.96,203.6053,127.09,58.67,63.51,46.4,60.265,97.99,120.1,48.295,87.91,166.6732,2.18,270.5176,1404.52,27.68,16.92,571.1399,35.28,27.3,84.95,16.54,146.96,79.18,143.03,61.86,172.54,76.77,28.56,55.5,75.74,36.04,28.25,76.89,47.1129,50.35,69.755,97.15,49.24,90.92,263.04,53.73,80.9,72.66,118.6752,177.41,97.07,22.41,67.0282,63.96,19.51,65.81,52.24,50.58,49.13,67.47,92.98,192.27,68.92,48.56,42.99,4.105,78.8,66.3,113.69,84.81,120.36,77.5,57.24,45.86,44.86,18,125.8,42.01,33.49,44.205,59.55,34.06,172.96,67.52,NA,39.0455,712.95,93.34,NA,37.1428
10/29/2015,120.53,53.36,626.55,104.88,744.8501,34.03,102.8,29.14,105.12,31.53,27.68,88.12,158.28,160.58,35.91,37.48,109.21,211.63,213.8132,120.09,56.57,62.5,46.28,60,97.745,126.17,48.355,88.36,166.7599,2.13,270.5454,1425.65,27.69,16.21,560.02,34.99,27.25,83.88,16.74,145.72,78.65,140.84,59.98,168.99,76.06,28.59,55.06,75.84,35.54,28.175,76.98,45.5462,50.18,68.88,95.24,48.79,73,275.95,53.14,80.74,70.26,118.7281,175.95,95.52,22.04,65.0691,64.86,19.52,66.32,51.76,50.01,48,67.32,92.34,202.68,69.96,47.39,42.14,4.13,78.45,65.7,113.8,84.68,117.03,74.63,55.98,45.86,44.74,18.035,127.06,40.79,33.16,43.955,60.25,33.76,173.3,67.82,NA,38.8536,716.9199,92.06,NA,36.8825
10/30/2015,119.5,52.64,625.8999,101.97,737.3899,33.86,102.19,28.85,108.38,31.31,28.37,88.66,158.12,158.18,36.01,37.89,108.13,206.93,211.17,123.13,56.72,62.57,46.16,59.42,97.43,124.74,48.255,86.99,165.5332,2.12,267.5886,1454.24,27.62,16.56,557.3899,34.76,26.99,84.68,16.77,143.28,77.97,144.53,60.12,187.47,72.07,27.92,55.19,76.59,35.63,27.9,76.78,45.4395,50.58,68.11,98.37,49.17,78.35,276.26,52.65,80.6,71.61,118.1719,176,95.31,22.22,65.3797,65.49,19.58,67.12,51.58,49.98,47.62,66.29,93.09,203.07,68.62,48.29,41.49,4.08,78.97,65.46,117.04,84.94,117.53,77.24,56.16,46.22,44.69,18.105,136.3,40.98,33.2,46.485,60.31,34,173.96,66.82,NA,38.8361,710.8101,92.79,NA,36.9953
11/2/2015,121.18,53.24,628.3501,103.31,747.74,34.11,101.4,28.77,107.64,31.37,28.7,89.91,159.15,162.31,36.99,38.29,109.6,213.79,207.1886,123.8,56.99,62.24,46.44,60.64,97.51,126.94,48.385,86.99,168.0865,2.19,279.167,1467.19,28.65,17.09,579,34.57,27.43,86.55,16.89,148.84,78.27,144.4,60.34,195.19,72,28.37,56.89,76.6,35.85,28.5,77.46,44.9929,50.66,68.43,101.97,51.08,76.63,273.8401,53.71,81.72,70.31,120.0527,180.76,97.43,22.26,65.8973,66.22,20.125,66.55,51.91,50.42,47.75,66.16,93.4,203.71,69.6,48.89,42.76,4.125,81.35,66.37,116.84,84.37,120.65,79.3,56.81,46.47,44.64,18.365,135.41,41.32,33.65,48.18,60.6,34.38,172.76,67.84,NA,39.8306,721.1101,94.11,NA,38.0538
11/3/2015,122.57,54.15,625.3101,102.58,748.8201,34.31,100.92,28.61,109.74,31.28,28.5,90.36,158.8,162.46,37.9,38.66,109.1,208.35,209.3341,122.14,57.15,62.8,46.4,60.87,97.71,128.36,47.82,86.73,167.8032,2.28,275.5376,1464.9,29.37,17.835,578,35.82,27.55,88.23,17,152.86,76.43,142.6,60.66,192.5,71.9,28.51,57.93,76.34,35.89,28.9,76.71,44.8995,51.74,68.14,104.23,52.09,78.49,271.51,53.23,80.93,69.88,119.0195,177.67,97.21,22.26,65.101,67.55,20.265,66.5,51.74,50.52,47.29,66.09,92.465,201.22,70.03,48.82,43.01,4.13,80.21,66.93,115.29,84.39,119.99,79.08,57.14,46.5,44.46,18.305,136.39,41.22,33.92,48.585,60.84,34.49,172.95,68.53,NA,40.4761,722.1599,95.11,NA,38.6438
