snapped_at,price,market_cap,total_volume
2018-03-01 00:00:00 UTC,0.04319221149731172,2839809834.9461594,281204549.1291561
2018-03-02 00:00:00 UTC,0.04771778730869686,3137358264.4533134,296679613.7032258
2018-03-03 00:00:00 UTC,0.05340764031494659,3511455815.062678,687333253.5569395
2018-03-04 00:00:00 UTC,0.04885955746058067,3212427588.16158,334505046.9217351
2018-03-05 00:00:00 UTC,0.04705098202047787,3093517022.020143,264425885.95851088
2018-03-06 00:00:00 UTC,0.046783619495873625,3075938419.2918615,208181102.04041636
2018-03-07 00:00:00 UTC,0.043931294129651986,2888403182.1121964,227821178.6194161
2018-03-08 00:00:00 UTC,0.039062482378477766,2568287609.9714518,244471702.96976867
2018-03-09 00:00:00 UTC,0.03683101553905234,2421572698.7113295,212265532.44779617
2018-03-10 00:00:00 UTC,0.03634033632692251,2389311427.4287357,253806039.25574526
2018-03-11 00:00:00 UTC,0.03522387387571262,2315906039.295478,237478869.71272603
2018-03-12 00:00:00 UTC,0.03873241581039788,2546586329.723773,246496973.25166395
2018-03-13 00:00:00 UTC,0.03645137389023075,2396611946.513081,210936516.26577643
2018-03-14 00:00:00 UTC,0.03625938953120724,2383989321.923814,188052752.51461753
2018-03-15 00:00:00 UTC,0.03136281408551243,2062048337.0519128,190228415.59252694
2018-03-16 00:00:00 UTC,0.030544998993907366,2008278473.0001028,165910996.78397486
2018-03-17 00:00:00 UTC,0.03111475783617599,2045739087.0259135,150415480.9568094
2018-03-18 00:00:00 UTC,0.028926810654195972,1901885514.5799575,119793020.91681439
2018-03-19 00:00:00 UTC,0.02865670418517293,1884126502.4658878,126996928.69151717
2018-03-20 00:00:00 UTC,0.03294788110858081,2166263628.7703876,172110392.72293964
2018-03-21 00:00:00 UTC,0.03804010396057149,2501068076.968664,251688635.21120855
2018-03-22 00:00:00 UTC,0.0372444488955488,2448755194.6098437,224655146.0651531
2018-03-23 00:00:00 UTC,0.03774195733474908,2481465475.2283206,225249340.31149122
2018-03-24 00:00:00 UTC,0.04125439648198767,2712402000.337688,234335789.90476966
2018-03-25 00:00:00 UTC,0.05021106797754887,3301286961.763192,693362872.5110286
2018-03-26 00:00:00 UTC,0.04549689893030671,2991338867.885427,305597090.4607582
2018-03-27 00:00:00 UTC,0.04471922646790188,2940208309.144727,322029559.92336154
2018-03-28 00:00:00 UTC,0.043488313552935934,2859278009.891583,265604409.7262921
2018-03-29 00:00:00 UTC,0.048569213650968626,3193338007.483283,290960327.39635015
2018-03-30 00:00:00 UTC,0.04317088630408585,2838407742.037378,462839591.88224524
2018-03-31 00:00:00 UTC,0.04160921745982491,2735730838.2826986,347415196.9850333
2018-04-01 00:00:00 UTC,0.0341375904343795,2244484866.5123024,338758494.631627
2018-04-02 00:00:00 UTC,0.03231101234151885,2124390658.492282,220097393.91809538
2018-04-03 00:00:00 UTC,0.03574337896923392,2350062560.1760592,243837718.2566061
2018-04-04 00:00:00 UTC,0.03494176726151288,2297358039.3266025,236782381.42831525
2018-04-05 00:00:00 UTC,0.03027961820097709,1990830165.547355,135149862.83044472
2018-04-06 00:00:00 UTC,0.03992405477536945,2624931210.692086,1381640354.563971
2018-04-07 00:00:00 UTC,0.036957837332943444,2429908015.1241145,680234495.2565551
2018-04-08 00:00:00 UTC,0.03704136110573553,2435399545.4626603,255103021.43869567
2018-04-09 00:00:00 UTC,0.03751810843284827,2466744781.952124,223300784.46826607
2018-04-10 00:00:00 UTC,0.035879916689158166,2359036768.2920694,305971994.8569073
2018-04-11 00:00:00 UTC,0.036960693918003995,2430095830.197599,309077177.88250405
2018-04-12 00:00:00 UTC,0.03615399980512408,2377057215.600606,302803761.6660272
2018-04-13 00:00:00 UTC,0.03934928072535119,2587140902.2808366,423016325.5758067
2018-04-14 00:00:00 UTC,0.038819113367855713,2552283399.6696897,485655882.5552558
2018-04-15 00:00:00 UTC,0.03957221504711818,2601798412.957875,313452720.52316403
2018-04-16 00:00:00 UTC,0.042610744009685404,2801575954.425311,314114410.48328817
2018-04-17 00:00:00 UTC,0.041257953708151295,2712632546.6477733,305203433.40281105
2018-04-18 00:00:00 UTC,0.04200403526136193,2761685999.904541,366803023.35977167
2018-04-19 00:00:00 UTC,0.04717590385849448,3101726593.842081,489656504.27673686
2018-04-20 00:00:00 UTC,0.0493594201942148,3245288669.661702,595728251.0401994
2018-04-21 00:00:00 UTC,0.05260763093279771,3458852391.9485393,445614314.62471735
2018-04-22 00:00:00 UTC,0.05358672704224282,3523226112.263521,728400497.6267182
2018-04-23 00:00:00 UTC,0.05232296528296228,3440136163.0216627,329051124.8367566
2018-04-24 00:00:00 UTC,0.058233353138432496,3828733003.608371,498590625.4800805
