Dates;RIB Software SE;Indus Holding AG;Bilfinger SE;DIC Asset AG;Leoni AG;DWS Group GmbH & Co KGaA;Encavis AG;Hypoport AG;ADO Properties SA;Pfeiffer Vacuum Technology AG;S&T AG;Rhön-Klinikum AG;Hamborner REIT AG;Bertrandt AG;Wacker Neuson SE;Isra Vision AG;HelloFresh SE;Ströer SE & Co. KGaA;Hornbach Holding AG & Co KGaA;Jungheinrich AG;PATRIZIA Immobilien AG;Koenig & Bauer AG;Jenoptik AG;Talanx AG;Klöckner & Co SE;Washtec AG;XING SE;Stabilus SA;Medigene AG;SAF-Holland SA;VTG AG;AIXTRON SE;Wüstenrot & Württembergische AG;Deutz AG;TLG Immobilien AG;SMA Solar Technology AG;Takkt AG;Shop Apotheke Europe NV;Drägerwerk AG & Co. KGaA;Rational AG;JOST Werke AG;Sixt SE;CompuGroup Medical SE;Deutsche Beteiligungs AG;DMG Mori AG;Befesa SA;Krones AG;Hamburger Hafen und Logistik AG;Vossloh AG;Borussia Dortmund GmbH & Co KGaA;Hapag-Lloyd AG;SGL Carbon SE;Heidelberger Druckmaschinen AG;Dialog Semiconductor PLC;Aumann AG;Knorr-Bremse AG;CTS Eventim AG & Co KGaA;Nordex SE;CANCOM SE;Südzucker AG;Dr. Hönle AG;Tele Columbus AG;Steinhoff International Holdings NV;GRENKE AG;ADLER Real Estate AG;CECONOMY AG;Cewe Stiftung & Co KGAA;zooplus AG;KWS Saat SE;Corestate Capital Holding SA
12.04.2012;5,19;22,5;70,75;6,414;39,57;#N/A N/A;3,038;9,23;#N/A N/A;86,16;2,2;13,442;7,097;56,68;12,485;3,62;#N/A N/A;12,675;56;8,385;2,766;12,5;5,81;#N/A N/A;10,385;9,19;53,65;#N/A N/A;5,824;6,369;14;13,37;15,795;5,045;#N/A N/A;31,575;11;#N/A N/A;83,7;174,45;#N/A N/A;14,84;10,85;16,295;14,63;#N/A N/A;36,61;25,41;74,158;2,528;#N/A N/A;30,065;1,417;18,58;#N/A N/A;#N/A N/A;13,243;4,228;5,706;23,73;10,93;#N/A N/A;#N/A N/A;15,883;0,636;8,201;33,305;41,355;167;#N/A N/A
13.04.2012;5,075;22,27;69,05;6,334;38,885;#N/A N/A;3,018;9,36;#N/A N/A;86,38;2,27;13,262;7,145;54,99;12,38;3,63;#N/A N/A;12,625;55,16;8,398;2,763;12,105;5,88;#N/A N/A;10,135;9,31;52,7;#N/A N/A;6,08;6,277;13,5;13,72;16,05;4,94;#N/A N/A;31,2;10,83;#N/A N/A;83,38;174,05;#N/A N/A;14,695;10,85;17,03;14,27;#N/A N/A;35,87;25,34;74,012;2,514;#N/A N/A;29,895;1,367;17,945;#N/A N/A;#N/A N/A;13,26;4,173;5,744;23,505;10,67;#N/A N/A;#N/A N/A;15,997;0,635;8,085;33,005;42,5;172;#N/A N/A
16.04.2012;4,995;22;69,21;6,33;39,2;#N/A N/A;3,103;9,299;#N/A N/A;87,29;2,348;13,736;7,162;54,55;12,225;3,578;#N/A N/A;12,63;55,29;8,318;2,703;12,01;6,099;#N/A N/A;10,045;9,275;52,9;#N/A N/A;6,276;6,23;13,495;13,765;15,75;5,001;#N/A N/A;31,085;10,915;#N/A N/A;82,27;177,25;#N/A N/A;14,85;10,95;16,23;14,221;#N/A N/A;35,86;24,76;74,216;2,377;#N/A N/A;30,325;1,334;17,65;#N/A N/A;#N/A N/A;13,263;4,068;5,853;23,715;11,125;#N/A N/A;#N/A N/A;15,95;0,636;7,964;32,82;39,2;172,2;#N/A N/A
17.04.2012;5,087;22,38;71,17;6,466;39,79;#N/A N/A;3,069;9,62;#N/A N/A;87,73;2,329;14,021;7,223;55,98;12,545;3,619;#N/A N/A;12,615;54,71;8,493;2,712;12;6,046;#N/A N/A;10,365;9,25;58,5;#N/A N/A;6,22;6,26;13,685;14,03;15,85;5,149;#N/A N/A;31,96;11;#N/A N/A;83,45;189,6;#N/A N/A;15,15;10,86;16,33;14,65;#N/A N/A;37,275;25,11;75,089;2,489;#N/A N/A;30,577;1,375;17,655;#N/A N/A;#N/A N/A;13,25;4,153;5,824;23,735;10,85;#N/A N/A;#N/A N/A;15,8;0,623;8,196;32,2;39,8;178,7;#N/A N/A
18.04.2012;5,059;22,32;69,98;6,594;39,36;#N/A N/A;2,978;9,89;#N/A N/A;88,15;2,407;13,831;7,221;53,86;12,31;3,648;#N/A N/A;12,76;55,7;8,465;2,719;12,02;5,985;#N/A N/A;10,19;9,15;56,25;#N/A N/A;6,22;6,007;13,94;13,615;15,88;5,09;#N/A N/A;32,13;11,065;#N/A N/A;81,56;188,8;#N/A N/A;15,1;10,68;16,29;14,431;#N/A N/A;36,94;24,955;74,303;2,465;#N/A N/A;29,669;1,386;17,705;#N/A N/A;#N/A N/A;14;4,146;5,908;23,845;10,85;#N/A N/A;#N/A N/A;15,8;0,623;8,126;31,75;38,37;189;#N/A N/A
19.04.2012;5,04;22,525;69,64;6,456;38,585;#N/A N/A;3,048;10,25;#N/A N/A;88,32;2,391;13,765;7,078;53,77;12,355;3,705;#N/A N/A;12,55;56;8,217;2,709;11,96;5,983;#N/A N/A;9,855;9,09;56;#N/A N/A;6,16;5,75;14,02;13,225;15,25;5,11;#N/A N/A;32;11,205;#N/A N/A;82,54;191;#N/A N/A;15,19;11;16,36;14,499;#N/A N/A;37,445;24,95;74,303;2,499;#N/A N/A;29,891;1,355;17,5;#N/A N/A;#N/A N/A;13,925;3,841;5,93;23,7;10,79;#N/A N/A;#N/A N/A;15,795;0,636;7,952;31,385;38,935;189;#N/A N/A
20.04.2012;5,043;22,59;70;6,439;38,665;#N/A N/A;3,066;10,03;#N/A N/A;88,5;2,35;13,765;7,117;55,47;12,4;3,76;#N/A N/A;12,71;55,71;8,413;2,766;11,87;6;#N/A N/A;9,986;9,108;56;#N/A N/A;6,088;5,8;13,895;13,085;15,75;5,25;#N/A N/A;32,765;11;#N/A N/A;82,98;190,4;#N/A N/A;15,315;11;16,75;14,742;#N/A N/A;39,56;25,08;74,361;2,462;#N/A N/A;29,647;1,367;16,75;#N/A N/A;#N/A N/A;13,93;3,445;5,956;23,72;10,965;#N/A N/A;#N/A N/A;15,8;0,643;7,975;31,61;39,54;185,5;#N/A N/A
23.04.2012;5,194;22,55;67,16;6,155;36,65;#N/A N/A;3,039;10,2;#N/A N/A;85,49;2,236;14,078;7,145;51,12;12,015;3,63;#N/A N/A;12,735;54,05;8,102;2,696;11,89;5,94;#N/A N/A;9,46;9,106;52,37;#N/A N/A;5,868;5,41;13,835;12,65;15,745;4,91;#N/A N/A;31,9;10,855;#N/A N/A;81,3;186,6;#N/A N/A;14,975;10,9;16,625;13,696;#N/A N/A;38,545;24,07;72,247;2,356;#N/A N/A;28,9;1,32;16,1;#N/A N/A;#N/A N/A;13,74;3,388;5,727;23,05;10,71;#N/A N/A;#N/A N/A;15,798;0,649;7,721;31,465;36,475;187,3;#N/A N/A
24.04.2012;5,381;22,295;68,34;6,216;37,265;#N/A N/A;3,038;10,505;#N/A N/A;86,59;2,264;13,907;7,108;52,68;12,135;3,64;#N/A N/A;12,74;55,2;8,298;2,756;12,065;5,997;#N/A N/A;9,536;9,003;55,25;#N/A N/A;6,024;5,75;13,72;12,695;15,69;4,975;#N/A N/A;30,75;11,28;#N/A N/A;81,78;186,1;#N/A N/A;15,14;11,02;16,22;14,45;#N/A N/A;38,99;24,11;72,276;2,367;#N/A N/A;28,848;1,274;16,4;#N/A N/A;#N/A N/A;13,895;3,332;5,877;23,17;10,81;#N/A N/A;#N/A N/A;15,883;0,651;7,675;32,105;37,975;183,7;#N/A N/A
25.04.2012;5,49;22,735;69,51;6,497;38,395;#N/A N/A;3,039;11,45;#N/A N/A;88,3;2,33;14,021;7,102;55,15;12,44;3,664;#N/A N/A;12,75;56,1;8,367;2,766;12,145;6,04;#N/A N/A;9,955;8,97;56,85;#N/A N/A;6,12;6,07;13,7;12,725;15,5;5,24;#N/A N/A;30,81;11,2;#N/A N/A;82;188,6;#N/A N/A;15,515;11,15;16,83;14,577;#N/A N/A;40,235;24,53;73,207;2,377;#N/A N/A;29,265;1,28;17,19;#N/A N/A;#N/A N/A;14,32;3,419;6,181;22,85;10,63;#N/A N/A;#N/A N/A;15,883;0,645;7,735;33,47;37,805;183,6;#N/A N/A
26.04.2012;5,43;22,65;69,05;6,319;38,555;#N/A N/A;3,038;10,8;#N/A N/A;88,5;2,3;20,173;7,13;54;12,17;3,673;#N/A N/A;12,75;56,3;8,502;2,673;12,31;6,165;#N/A N/A;9,904;8,97;57,95;#N/A N/A;6,18;6,11;13,56;13,57;15,5;5,424;#N/A N/A;31,045;11,125;#N/A N/A;82,89;190;#N/A N/A;15,6;11,13;17,5;14,664;#N/A N/A;40,97;24,59;72,256;2,347;#N/A N/A;29,365;1,275;16,665;#N/A N/A;#N/A N/A;14,293;3,385;6,338;22,995;10,515;#N/A N/A;#N/A N/A;15,917;0,645;7,548;33,2;37,4;188,95;#N/A N/A
27.04.2012;5,3;22,67;69,93;6,444;39,675;#N/A N/A;3,039;10,8;#N/A N/A;89,13;2,3;20,268;7,193;55,26;12,15;3,586;#N/A N/A;12,735;55,03;8,733;2,735;12,45;6,149;#N/A N/A;10,19;9,06;56,36;#N/A N/A;6,06;6,38;13,595;13,845;15,5;5,437;#N/A N/A;32;11;#N/A N/A;84,27;191,5;#N/A N/A;15,63;11,09;17,24;15,131;#N/A N/A;42,34;25;72,635;2,388;#N/A N/A;29,487;1,304;16,655;#N/A N/A;#N/A N/A;14,5;3,45;6,248;22,99;10,55;#N/A N/A;#N/A N/A;16,307;0,645;7,553;32,725;37,5;191;#N/A N/A
30.04.2012;5,315;23,535;69,09;6,631;38,795;#N/A N/A;3,019;10,995;#N/A N/A;91,68;2,28;20,173;7,24;57,24;12,475;3,616;#N/A N/A;12,9;56;8,667;2,762;12,35;6,22;#N/A N/A;10,25;9,14;56,3;#N/A N/A;5,936;6,35;13,68;13,835;15,75;5,359;#N/A N/A;31,65;11,1;#N/A N/A;85;193;#N/A N/A;15,68;11,63;16,77;15,058;#N/A N/A;41,84;25,05;71,48;2,458;#N/A N/A;29,995;1,32;16,645;#N/A N/A;#N/A N/A;14,745;3,364;6,427;22,995;10,715;#N/A N/A;#N/A N/A;16,8;0,655;7,748;33,29;37,75;201,5;#N/A N/A
01.05.2012;5,315;23,535;69,09;6,631;38,795;#N/A N/A;3,019;10,995;#N/A N/A;91,68;2,28;20,173;7,24;57,24;12,475;3,616;#N/A N/A;12,9;56;8,667;2,762;12,35;6,22;#N/A N/A;10,25;9,14;56,3;#N/A N/A;5,936;6,35;13,68;13,835;15,75;5,359;#N/A N/A;31,65;11,1;#N/A N/A;85;193;#N/A N/A;15,68;11,63;16,77;15,058;#N/A N/A;41,84;25,05;71,48;2,458;#N/A N/A;29,995;1,32;16,645;#N/A N/A;#N/A N/A;14,745;3,364;6,427;22,995;10,715;#N/A N/A;#N/A N/A;16,8;0,655;7,748;33,29;37,75;201,5;#N/A N/A
02.05.2012;5,35;23,455;68,9;6,468;39,405;#N/A N/A;2,892;11,34;#N/A N/A;89,58;2,4;20,154;7,24;55,32;12,17;3,62;#N/A N/A;12,88;54,46;8,483;2,766;12,435;6,12;#N/A N/A;10,035;8,97;56,22;#N/A N/A;6,12;6,35;13,75;13,71;15,3;5,237;#N/A N/A;32,83;11,125;#N/A N/A;85,49;191,95;#N/A N/A;15,595;11,365;16,985;14,893;#N/A N/A;41,76;24,53;70,345;2,424;#N/A N/A;30,008;1,337;15,97;#N/A N/A;#N/A N/A;14,505;3,224;6,369;22,555;10,56;#N/A N/A;#N/A N/A;16,513;0,673;7,654;33,25;37;196,4;#N/A N/A
03.05.2012;5,3;23,395;68,98;6,355;39,395;#N/A N/A;2,97;11,19;#N/A N/A;93,35;2,517;20,173;7,216;57,12;12,4;3,6;#N/A N/A;12,79;55,47;8,418;2,789;12,71;6,138;#N/A N/A;9,778;9,2;55,44;#N/A N/A;6,18;6,13;13,625;13,33;15,33;5,173;#N/A N/A;33,6;11,075;#N/A N/A;87,15;191,8;#N/A N/A;15,42;11,235;16,97;14,917;#N/A N/A;41,535;24,355;69,24;2,459;#N/A N/A;29,1;1,328;16,61;#N/A N/A;#N/A N/A;14,49;3,157;6,215;22,445;10,57;#N/A N/A;#N/A N/A;16,407;0,673;7,492;31,915;35,02;190;#N/A N/A
04.05.2012;5,26;22,8;67,31;6,268;37,5;#N/A N/A;2,97;10,75;#N/A N/A;91,16;2,439;20,277;7,236;54,78;12;3,6;#N/A N/A;12,67;55,47;8,427;2,779;12,99;5,99;#N/A N/A;9,333;8,96;53,8;#N/A N/A;6,12;5,76;13,55;13,1;15,33;4,934;#N/A N/A;32,6;11,02;#N/A N/A;86;188;#N/A N/A;14,97;11,45;16,725;14,241;#N/A N/A;40,04;23,9;68,338;2,361;#N/A N/A;28,892;1,313;16,2;#N/A N/A;#N/A N/A;14,25;3,054;5,908;22,24;10,31;#N/A N/A;#N/A N/A;16,118;0,682;7,29;32,005;37,44;188,45;#N/A N/A
07.05.2012;5,213;22,65;67,74;6,214;38,335;#N/A N/A;2,96;10,75;#N/A N/A;94,85;2,499;20,22;7,239;56,76;12;3,602;#N/A N/A;12,515;54,9;8,677;2,749;13,355;5,999;#N/A N/A;9,221;8,922;54,34;#N/A N/A;6,092;5,891;13,405;13,375;15,605;4,911;#N/A N/A;32,435;11,075;#N/A N/A;84,96;187;#N/A N/A;15,225;11,265;16,6;14,547;#N/A N/A;40,04;24,055;68,745;2,361;#N/A N/A;28,909;1,33;15,89;#N/A N/A;#N/A N/A;14,158;3,014;5,997;22,17;9,95;#N/A N/A;#N/A N/A;16,197;0,673;7,243;31,965;37,77;185,35;#N/A N/A
08.05.2012;5,162;22,475;66,09;6,155;36,7;#N/A N/A;2,938;10,7;#N/A N/A;89,69;2,51;20,196;7,131;55,61;11,89;3,63;#N/A N/A;12,4;53,89;8,5;2,831;13,47;5,943;#N/A N/A;9,077;8,92;54;#N/A N/A;6,02;5,377;13,515;13,175;15,205;4,64;#N/A N/A;33,015;10,945;#N/A N/A;82,36;182,5;#N/A N/A;14,7;11,5;16,14;14,693;#N/A N/A;39,8;23,595;66,64;2,297;#N/A N/A;28,718;1,261;15,37;#N/A N/A;#N/A N/A;14,065;3,24;6,014;22,45;9,915;#N/A N/A;#N/A N/A;15,898;0,677;7,206;31,73;37,595;183,5;#N/A N/A
09.05.2012;5,154;22,12;66,2;5,891;36,5;#N/A N/A;3,019;10,5;#N/A N/A;89,7;2,517;20,097;7,097;56,35;11,75;3,63;#N/A N/A;11,8;52,27;8,543;2,783;13,7;5,765;#N/A N/A;8,33;9,05;53,9;#N/A N/A;5,64;5,25;13,65;12,885;15,2;4,581;#N/A N/A;33,45;9,77;#N/A N/A;83,77;182,5;#N/A N/A;14,32;11,31;16,38;14,09;#N/A N/A;38,635;23,56;65,689;2,292;#N/A N/A;28,162;1,3;15,88;#N/A N/A;#N/A N/A;13,94;3,123;5,983;23,155;9,77;#N/A N/A;#N/A N/A;15,267;0,682;7,214;31,615;37;179,8;#N/A N/A
10.05.2012;5,6;22,2;69,2;5,971;36,2;#N/A N/A;2,97;10,5;#N/A N/A;90;2,59;20,002;7,164;57,32;11,925;3,58;#N/A N/A;11,075;51;8,465;2,808;13,71;5,826;#N/A N/A;8,401;9,01;54;#N/A N/A;5,796;5,55;13,655;13,17;15,2;4,592;#N/A N/A;31,5;9,9;#N/A N/A;83,53;181;#N/A N/A;14,6;11,21;15,955;14,046;#N/A N/A;39,575;23,6;66,058;2,263;#N/A N/A;28,713;1,3;16,23;#N/A N/A;#N/A N/A;13,793;3,287;6,299;22,93;10,05;#N/A N/A;#N/A N/A;15,367;0,836;7,433;31,975;37;178;#N/A N/A
11.05.2012;5,498;22,71;67,07;6,155;36,68;#N/A N/A;2,989;10,305;#N/A N/A;90,33;2,58;20,315;7,278;58,25;12,555;3,596;#N/A N/A;10,7;52;8,612;2,876;13,875;6,03;#N/A N/A;8,28;8,98;54,07;#N/A N/A;5,6;5,62;13,48;13,22;15,45;4,52;#N/A N/A;31,38;9,95;#N/A N/A;83,3;180,85;#N/A N/A;14,755;11,35;16,015;14,406;#N/A N/A;39,49;23,79;65,777;2,227;#N/A N/A;28,162;1,305;17,255;#N/A N/A;#N/A N/A;13,8;3,246;6,268;22,73;10,19;#N/A N/A;#N/A N/A;15,6;0,864;7,534;32,1;37;183;#N/A N/A
14.05.2012;5,27;22,45;66,35;6,02;36,16;#N/A N/A;2,969;10;#N/A N/A;88,3;2,525;20,306;7,278;59,33;12,42;3,598;#N/A N/A;10,34;53;8,2;2,826;13,5;6,047;#N/A N/A;8,225;8,98;52;#N/A N/A;5,516;5,51;13,28;12,88;15,6;4,387;#N/A N/A;30,9;10,055;#N/A N/A;81,21;178;#N/A N/A;14,595;11,52;16,075;13,754;#N/A N/A;39,33;23,06;65,195;2,233;#N/A N/A;28,036;1,327;16,315;#N/A N/A;#N/A N/A;13,535;3,171;6,053;22,445;10,1;#N/A N/A;#N/A N/A;15,533;0,845;7,298;32,41;35,5;179,45;#N/A N/A
15.05.2012;5,185;22,56;64,77;5,892;33,77;#N/A N/A;2,92;10,26;#N/A N/A;87,7;2,539;20,486;7,336;58;12,495;3,49;#N/A N/A;10,045;53;8,133;2,817;13,455;6,05;#N/A N/A;7,993;9,2;50;#N/A N/A;5,036;5,34;13,2;12,91;15,495;4,38;#N/A N/A;29,5;9,708;#N/A N/A;82,8;176;#N/A N/A;14,415;11,49;15,935;13,856;#N/A N/A;38,33;20,99;64,875;2,248;#N/A N/A;28,218;1,322;16,15;#N/A N/A;#N/A N/A;13,223;3,215;6,152;23,88;10;#N/A N/A;#N/A N/A;15,433;0,818;7,265;32,64;36;180,45;#N/A N/A
16.05.2012;5,08;22,5;64,04;5,806;33,595;#N/A N/A;2,919;10,245;#N/A N/A;87,64;2,48;20,391;6,678;59,9;12,47;3,52;#N/A N/A;8,5;53,54;7,837;2,773;13,715;5,824;#N/A N/A;7,988;9,266;46,645;#N/A N/A;4,96;5,22;12,99;12,745;15,01;4,309;#N/A N/A;29,3;9,35;#N/A N/A;82,53;179,4;#N/A N/A;14,12;11,35;15,225;13,472;#N/A N/A;38,69;20,83;64,04;2,253;#N/A N/A;27,666;1,31;15,795;#N/A N/A;#N/A N/A;13,03;3,099;6,113;23,81;9,8;#N/A N/A;#N/A N/A;14,977;0,817;7,394;31,665;36,48;177,2;#N/A N/A
17.05.2012;5,035;22,555;64,39;5,639;31,345;#N/A N/A;2,925;10,235;#N/A N/A;86,15;2,43;20,391;6,697;57,5;12,7;3,52;#N/A N/A;8,7;53,54;7,545;2,766;13,7;5,469;#N/A N/A;7,834;9,32;45,42;#N/A N/A;4,92;5,05;12,9;12,92;15,01;4,219;#N/A N/A;27,115;9,18;#N/A N/A;82,74;172,7;#N/A N/A;14,155;11,5;14,93;13,141;#N/A N/A;38;20,25;63,487;2,216;#N/A N/A;27,254;1,324;15,315;#N/A N/A;#N/A N/A;13;3,025;5,918;24,24;10,2;#N/A N/A;#N/A N/A;14,533;0,817;7,276;31,85;35,35;177,75;#N/A N/A
18.05.2012;5,005;22,12;63,22;5,531;31,475;#N/A N/A;2,871;10,15;#N/A N/A;83,97;2,34;20,486;6,716;56,22;12,27;3,547;#N/A N/A;8,364;53,2;7,467;2,654;13,55;5,358;#N/A N/A;7,748;9,218;45,43;#N/A N/A;4,472;4,92;12,41;12,595;15,01;4,122;#N/A N/A;26,79;9,091;#N/A N/A;82,05;169,8;#N/A N/A;13,685;11,35;14,95;12,747;#N/A N/A;38,01;20,355;63,099;2,205;#N/A N/A;27,979;1,298;15,04;#N/A N/A;#N/A N/A;12,675;2,984;5,592;24,13;10,235;#N/A N/A;#N/A N/A;14,083;0,791;7,391;31,205;35,03;175;#N/A N/A
21.05.2012;4,865;22,3;64,1;5,568;32,37;#N/A N/A;2,95;10,14;#N/A N/A;87,24;2,451;20,619;6,772;56,79;12,335;3,568;#N/A N/A;7,943;51,75;7,55;2,584;13,525;5,4;#N/A N/A;7,834;9,45;45;#N/A N/A;4,356;5,18;12,3;12,74;15,27;4,184;#N/A N/A;26,315;9,3;#N/A N/A;81,85;171,3;#N/A N/A;14,1;11,55;15,04;12,674;#N/A N/A;38,89;20,555;63,381;2,164;#N/A N/A;27,319;1,241;15,475;#N/A N/A;#N/A N/A;12,42;2,98;5,802;24,45;10,1;#N/A N/A;#N/A N/A;13,81;0,818;7,629;29,9;36,14;178;#N/A N/A
22.05.2012;4,99;22,86;66,35;5,646;34;#N/A N/A;2,92;10,08;#N/A N/A;87,9;2,49;20,695;6,802;57,41;12,595;3,586;#N/A N/A;7,9;52,98;7,793;2,693;14,1;5,582;#N/A N/A;8,251;9,175;47;#N/A N/A;4,324;5,666;13,39;12,67;14,95;4,395;#N/A N/A;26,95;9,29;#N/A N/A;82,44;176,6;#N/A N/A;14,54;11,5;15,355;13,447;#N/A N/A;39,41;20,9;65,117;2,143;#N/A N/A;27,458;1,211;16,275;#N/A N/A;#N/A N/A;12,5;3,05;6,017;24,685;10,265;#N/A N/A;#N/A N/A;14,033;0,818;7,573;30,25;36,39;182,05;#N/A N/A
23.05.2012;4,874;22,745;64,03;5,668;32,2;#N/A N/A;2,945;10,08;#N/A N/A;81,69;2,429;20,733;6,726;56,03;12,29;3,534;#N/A N/A;7,72;52,17;7,73;2,677;14;5,472;#N/A N/A;7,89;9,175;44,88;#N/A N/A;4,68;5,26;13,195;12,395;15;4,249;#N/A N/A;25,015;9,55;#N/A N/A;82,4;173,05;#N/A N/A;14,7;11,3;15,14;12,897;#N/A N/A;39,625;20,295;65,699;2,134;#N/A N/A;27,162;1,213;15,37;#N/A N/A;#N/A N/A;12,235;3,04;6,092;24,425;10,255;#N/A N/A;#N/A N/A;14,143;0,865;7,549;30;34,63;182,2;#N/A N/A
24.05.2012;4,805;22,57;64,25;5,651;31,83;#N/A N/A;2,92;10,585;#N/A N/A;81,72;2,421;20,851;6,718;55,99;11,685;3,588;#N/A N/A;7,68;51,81;7,818;2,546;14,15;5,5;#N/A N/A;7,908;9,05;46,25;#N/A N/A;4,908;5,122;12,55;12,47;14,95;4,248;#N/A N/A;25;9,7;#N/A N/A;82,59;173,95;#N/A N/A;14,54;11,55;15,1;12,81;#N/A N/A;39,55;20,36;64,467;2,149;#N/A N/A;27,297;1,162;15,44;#N/A N/A;#N/A N/A;11,963;3,061;6,282;24,405;10,075;#N/A N/A;#N/A N/A;14,417;0,909;7,146;31,28;35,33;182,65;#N/A N/A
25.05.2012;4,654;22,46;64;5,825;32,59;#N/A N/A;2,969;11,9;#N/A N/A;80,88;2,422;20,899;6,802;56;11,5;3,578;#N/A N/A;8,05;52,3;7,815;2,633;14,99;5,45;#N/A N/A;7,83;9,125;46,1;#N/A N/A;4,844;4,9;12,76;11,86;14,95;4,264;#N/A N/A;24,97;9,65;#N/A N/A;82,53;175,7;#N/A N/A;14,42;11,99;15,325;12,751;#N/A N/A;39,91;20,37;65,311;2,16;#N/A N/A;27,805;1,152;15,4;#N/A N/A;#N/A N/A;12,12;3,288;6,152;24,635;9,898;#N/A N/A;#N/A N/A;14,25;0,891;7,198;30,945;34,95;184,6;#N/A N/A
28.05.2012;4,58;22,56;64,2;5,73;33,5;#N/A N/A;2,96;11,9;#N/A N/A;82,25;2,41;20,88;6,811;56,2;11,59;3,578;#N/A N/A;8;51,62;7,715;2,586;14,8;5,5;#N/A N/A;8,039;9,196;46,89;#N/A N/A;4,92;4,94;12,9;11,92;14,9;4,302;#N/A N/A;25,26;9,65;#N/A N/A;82;178,5;#N/A N/A;14,395;11,8;15,345;12,79;#N/A N/A;40,255;20,375;65,786;2,126;#N/A N/A;28,005;1,172;15,725;#N/A N/A;#N/A N/A;12,075;3,233;6,029;24,585;9,6;#N/A N/A;#N/A N/A;14,133;0,891;7,136;30,57;35,55;186,6;#N/A N/A
29.05.2012;4,79;22,865;65,17;5,806;34,945;#N/A N/A;2,949;12,145;#N/A N/A;83,86;2,46;20,932;6,783;58,07;11,23;3,576;#N/A N/A;8,139;53,49;7,727;2,647;13,955;5,43;#N/A N/A;8,357;9,268;46,135;#N/A N/A;4,724;5,107;13;12,215;15,2;4,345;#N/A N/A;25,4;9,687;#N/A N/A;83,75;190;#N/A N/A;14,795;11,94;15,45;13,194;#N/A N/A;41,02;20,61;67,125;2,169;#N/A N/A;27,836;1,147;16,35;#N/A N/A;#N/A N/A;12,193;3,223;5,911;24,805;9,75;#N/A N/A;#N/A N/A;13,88;0,887;7,187;31,11;33,77;188;#N/A N/A
30.05.2012;4,798;22,425;63,75;5,613;33,795;#N/A N/A;2,939;11,615;#N/A N/A;83,55;2,46;20,918;6,683;57,57;11,12;3,58;#N/A N/A;8,03;53,49;7,5;2,651;13,63;5,33;#N/A N/A;7,93;9,27;45,3;#N/A N/A;4,48;4,8;12,8;12,01;15,1;4,23;#N/A N/A;25,16;9,5;#N/A N/A;83;187,65;#N/A N/A;14,425;11,65;15,23;13,068;#N/A N/A;40,37;20,245;65,563;2,145;#N/A N/A;27,349;1,11;15,585;#N/A N/A;#N/A N/A;12,45;3,065;5,923;24,69;9,9;#N/A N/A;#N/A N/A;14;0,864;7,279;30,85;33,5;190;#N/A N/A
31.05.2012;4,949;22,705;62,33;6,063;33,065;#N/A N/A;2,95;11,69;#N/A N/A;82,7;2,43;20,908;6,861;58,17;11,01;3,53;#N/A N/A;8;53,77;7,232;2,653;13,6;5,16;#N/A N/A;7,671;9,175;44,6;#N/A N/A;4,56;4,5;12,7;11,805;15,1;4,21;#N/A N/A;24,54;9,5;#N/A N/A;82,85;188;#N/A N/A;14,55;12;15,08;13,009;#N/A N/A;39,32;20,3;65,224;2,159;#N/A N/A;26,489;1,062;15,625;#N/A N/A;#N/A N/A;12,95;3,265;6,014;24,59;9,55;#N/A N/A;#N/A N/A;14,087;0,899;7,392;30,5;34,1;195,1;#N/A N/A
01.06.2012;4,8;21,55;60,74;5,803;31,63;#N/A N/A;2,898;11,7;#N/A N/A;80,84;2,33;20,98;6,84;54,3;10,45;3,51;#N/A N/A;7,9;53,25;7,257;2,641;13,32;4,901;#N/A N/A;7,68;8,94;43;#N/A N/A;4,524;4,297;12,1;11,29;14,525;3,984;#N/A N/A;24,8;9,632;#N/A N/A;80;179,5;#N/A N/A;13,78;11,55;14,61;12,148;#N/A N/A;38,305;20,2;63,982;2,122;#N/A N/A;26,059;1,071;15,12;#N/A N/A;#N/A N/A;12,955;3,221;5,797;24,235;9,45;#N/A N/A;#N/A N/A;13,928;0,895;7,302;29,8;33,66;185,55;#N/A N/A
04.06.2012;4,75;20,355;59,96;5,504;30,87;#N/A N/A;2,9;10,9;#N/A N/A;78,83;2,16;20,98;6,593;52,02;10,5;3,356;#N/A N/A;8,375;50,67;7,333;2,512;12,74;4,659;#N/A N/A;7,54;8,9;42,84;#N/A N/A;4,36;4,13;11,935;10,88;14;3,86;#N/A N/A;24,54;9,515;#N/A N/A;78,6;178;#N/A N/A;13,45;11,8;14,72;11,525;#N/A N/A;37,8;20,18;64,254;2,133;#N/A N/A;26,063;1,006;14,55;#N/A N/A;#N/A N/A;12,533;3,119;5,655;23,935;9,37;#N/A N/A;#N/A N/A;13,367;0,873;7,079;28,9;33,185;181,7;#N/A N/A
