Code,III(VA)~U$,AZN(VA)~U$,HSBA(VA)~U$,GSK(VA)~U$,BP.(VA)~U$,BATS(VA)~U$,DGE(VA)~U$,ULVR(VA)~U$,RIO(VA)~U$,RDSB(VA)~U$,RB.(VA)~U$,VOD(VA)~U$,REL(VA)~U$,BHP(VA)~U$,NG.(VA)~U$,TSCO(VA)~U$,LSE(VA)~U$,PRU(VA)~U$,BARC(VA)~U$,LLOY(VA)~U$,AAL(VA)~U$,BA.(VA)~U$,CPG(VA)~U$,EXPN(VA)~U$,SMT(VA)~U$,ABF(VA)~U$,BT.A(VA)~U$,CRH(VA)~U$,GLEN(VA)~U$,IMB(VA)~U$,RBS(VA)~U$,STAN(VA)~U$,MRW(VA)~U$,SN.(VA)~U$,SSE(VA)~U$,AV.(VA)~U$,FERG(VA)~U$,LGEN(VA)~U$,OCDO(VA)~U$,ANTO(VA)~U$,CRDA(VA)~U$,EZJ(VA)~U$,HLMA(VA)~U$,IHG(VA)~U$,INF(VA)~U$,NXT(VA)~U$,RR.(VA)~U$,SGE(VA)~U$,SGRO(VA)~U$,WPP(VA)~U$,BNZL(VA)~U$,BRBY(VA)~U$,IAG(VA)~U$,JD.(VA)~U$,PSN(VA)~U$,ADM(VA)~U$,AHT(VA)~U$,AVV(VA)~U$,BDEV(VA)~U$,BLND(VA)~U$,CCL(VA)~U$,CNA(VA)~U$,CCH(VA)~U$,FLTR(VA)~U$,FRES(VA)~U$,HL.(VA)~U$,HIK(VA)~U$,ITRK(VA)~U$,ITV(VA)~U$,LAND(VA)~U$,MRO(VA)~U$,MNDI(VA)~U$,PSON(VA)~U$,RTO(VA)~U$,RMV(VA)~U$,SDR(VA)~U$,SPX(VA)~U$,UU.(VA)~U$,AUTO(VA)~U$,BKG(VA)~U$,DCC(VA)~U$,JMAT(VA)~U$,MNG(VA)~U$,MGGT(VA)~U$,NMC(VA)~U$,PNN(VA)~U$,POLY(VA)~U$,SBRY(VA)~U$,SVT(VA)~U$,SMDS(VA)~U$,SMIN(VA)~U$,STJ(VA)~U$,TW.(VA)~U$,WTB(VA)~U$,EVR(VA)~U$,ICP(VA)~U$,PHNX(VA)~U$,RSA(VA)~U$,SLA(VA)~U$,RDSA(VA)~U$,,SKG(VA)~U$
11/21/2016,29675.7,118050.7,204813.4,163088.4,206791.4,277172.9,228281.9,136001,150335.7,117137.9,154879.9,269455.4,69302,157709.1,116698.2,30429.9,15915.7,96721.4,102695.1,150445.6,105168.3,62762.8,75882.6,72738.1,7453.2,39354.6,119647.7,76486.5,143501.8,150185.8,34912.8,61622.5,16105.3,56451.3,50443.6,60965.7,24370.2,36258,4837.2,21290.7,23246.6,38534.5,29171.5,16708.9,11819.9,45166,120958.2,16062.5,10005.1,127757.7,22023.1,25891.9,23869.5,4015.4,29460.7,18962,48867.4,4483.2,34150.3,47530.9,53082.3,75710.3,12083.8,14596.8,17481,25890.6,14604.5,23676,33894.7,27568.2,7420.6,34871.9,38645.3,9436.2,17289,10832.8,9367.3,18766.2,53176.8,27540.4,38257.3,35989.8,NA,25876.3,1818.6,16687.5,56027.6,24578.1,25596.3,5344.8,17039.6,9074.6,35219.9,32806.5,7135.8,5615.9,7054.2,40046.5,18962.1,282788.3,,4679.6
11/22/2016,19439.4,186656.3,195252.1,189958.7,187510.2,215165.1,163276.5,80327.4,183028.1,132147.6,170733.5,330886.8,77610.2,167808.3,210823.3,79985.5,8384.6,125762.8,102352.4,125466,147003.3,51895.4,165383.8,57683.1,8030.6,46533.2,42800.3,58029.8,200000.8,134425.1,60101,61594.5,29744.7,83024.2,55015.7,44992.6,42689.7,52845.9,2624.1,23668.3,32380.1,33166.5,30691.6,25749.4,18116.5,35607.9,56205,19570.3,9301.2,101038.3,20355.5,31131.5,93541.6,2770.8,19936.2,16859,34264.7,2324.6,30864.3,19613.1,24448.8,59435.7,6056.2,10993.7,23655,11645.5,25559.4,33651.1,35987.7,23205.4,13132.2,36908.9,35071.6,6991.5,14095,10268.8,8976.3,24057.7,25482.2,20304.2,26258.7,33269,NA,24955.4,2714.5,10598.7,57814.9,22817.5,18868.3,7073.3,18393.9,13673.4,20506.2,25594.1,10730.1,4726.8,8599.3,19272.8,22847.7,202282.6,,18983.2
11/23/2016,23893.1,240179.5,230450.8,198261,118556.3,141781.8,120935.7,98512.5,166448.7,96464.7,122687.8,152475.9,57744.4,221929,150574.1,73289.2,11350.3,92154.8,88861.5,85129.9,122379.5,61510.9,117714.4,40756.5,10358.6,32223.4,63246.8,68389.8,275709.4,119120.7,43840.9,41331.1,25098.4,65453.7,72847.1,38502.3,97730.7,45107,4175.9,28837.5,27081.4,48968.3,21844.8,31763.9,14122.2,34401.8,66119.2,14438.1,8027.7,79065.5,22781.5,35546.5,243540.1,4522,44186.1,22499,34041.1,4904.7,37610.2,23337.3,23680.2,59560.1,7160.4,12655.6,27985,9003.6,11955.8,15604.2,25272.6,31886.3,9697.9,33472.4,31565.5,7584.5,12590.5,8628.3,7944.8,31997.2,22954.4,55494.5,26200.8,38871.1,NA,57714.7,1378.2,14798.8,56274.2,22082.4,21689.9,8043.4,31154,16888.1,42183,26768.1,13160.3,3868.3,7447.8,11891.2,16845.7,155900.3,,5197.9
11/24/2016,12847.7,84938.7,138525.6,120444.9,70548.1,102343.9,67732,50681.4,191295.5,76579.6,101825.8,143467.7,28887.4,83951.8,108919.5,47662.7,4561.1,67856.3,84858.1,57990.2,111982.1,39935.8,52680.7,24538.5,3649.9,14577.7,57668.1,57438.8,120833.1,62701.8,22508,22482.8,14432.3,47720.5,41854.3,25197.2,36133.1,34507,1714.6,23585.4,13406.2,22346.4,9020.5,16018.3,7236,19972.6,28902.6,11379.9,3288.3,47321.6,17714.8,19673.2,41921.8,2189.8,12275.7,8961.5,36778.8,1256.2,18237.8,15883.1,16921.7,37321,4643.3,5047.7,11386.5,13607.9,8405.1,10261.5,15262.4,14569.2,13655.2,16817.2,23921.3,5536.4,15756.1,9507.1,5923.5,21717.4,7996,12397.9,11541.6,27872.3,NA,18792.3,624.3,12114.7,10427.5,17474.2,16653.2,10859.7,14775.4,7860.8,25271.6,21866.9,7608.4,3478.6,4347.3,9352.3,13790,94071.3,,3663.2
11/25/2016,17578.9,177848.2,119126.5,144417.9,81664.3,166917.9,73710.9,80893.2,149899.9,115631.6,121372.7,80177.4,25442.5,95465.9,88151.6,29609.3,8228.1,55512.8,72611.9,65748.1,77429,47361.7,53429,26889.7,8062.8,19158.1,41016.9,40847.2,106537.6,81067.8,21994,27465.1,14356,35370.2,33954,34712.2,29962.3,35264.2,4321.5,17277.4,16183.6,21717.9,10552.7,16052.9,11748.7,16894.2,17761.1,9203.5,4497.1,63854,9631.5,17548.7,48625.7,2170.1,17101.5,8295.6,28039.4,6086,16488.6,12986.5,16456.6,31719.9,4270.1,10904.6,13043.6,8040.7,6749.6,10560.7,26394,11641.8,9295.7,17596.3,18452.5,5401.2,6706.3,8890.7,9289.1,14613.6,7362.7,17522.8,25060.3,26657.2,NA,14850,1090.4,13858.9,55594,16181.8,14913.7,5932.5,12508.6,5205.1,32332.4,10876.9,6081.2,6675.9,3667.5,9332.7,14235,113018.3,,3657.6
11/28/2016,24760.2,96178.4,211158.4,116336.6,126096,217300.2,101910,80908.6,173016.9,184790.5,134726.9,183679.1,32843.2,102345.3,99581.9,35843.9,10911.8,113704.2,106248.2,114157.2,106158,48083.6,71186.1,97801.6,8682.9,27775.7,61414.7,59710.3,152378,77605.7,42268.2,47307.6,19816.7,46406.9,62833.3,27209,41522.7,41282.3,4571.6,29669.8,24267.9,32631.4,16956.7,28395.6,12157.8,43522.9,30130.8,18924.8,6287,47554.7,23490.9,30484.9,44592.2,5023.5,27314.8,13590.4,36754.6,4418.8,15047.9,22987.9,25721,66106.5,6695.8,6300.5,19969.1,9064.7,12320.9,43253.9,23323.3,34016.9,8513.1,29596.8,20925.5,4302.1,7931.6,12462.4,6640.5,19077.9,12999.4,15617.5,11952.5,30800.5,NA,12056.9,1792.5,14319.8,27033.4,22572.6,21013,6554.3,18741.5,13312,29573.2,14946.6,5751.1,3195.6,5904.3,12779.2,16665,131067.8,,11455.5
11/29/2016,20221.6,100176.1,193043.9,173545.2,196935.8,191203.6,106275.1,115879.2,143607.3,138848.5,120818.3,190559.2,39000.5,148936.5,113173.3,47431.3,14372.8,113133.1,113584.1,103197.2,106542.8,62049.7,104536.7,62220,12062.6,27515,153966.4,85199.4,130541,89939.6,36784.4,53349.8,26911.1,92489.4,80658.6,51286.4,46528,37817.9,3600.2,30378.6,41402.3,30916.3,12067.2,21563.1,16871.2,46172.8,37100.1,30645,8868.6,90741.6,17111.7,27071.7,65372.9,6688.4,25264.6,9275.6,47794.1,9508.7,44741.4,24311.2,34843.9,46710.8,6677.9,9047,19787.9,14508.1,19597.1,26052.9,30527.3,24035.6,7971.1,25669.2,24453.2,6484.7,8821.1,12621.4,5662.3,23130.5,10919.4,38147.3,13277.3,27941.1,NA,12005.5,1287.3,13031.3,55762.2,16119.7,20573.6,8710.3,33691.4,15797.8,34291.1,29259.6,6439.1,3641.3,5665.8,29264.7,16946,139579.1,,15547.8
11/30/2016,46530.4,256528.7,336714.6,331876.6,380714.2,389158.6,150171.2,248980.1,294676,349584.2,176892.3,347262.9,60503.8,325997.2,199881.8,102163.8,41857.3,119778.4,128714,190967.5,230613.7,87553,122804.8,87355.3,9063.6,48501.9,216866.4,76783.8,273861.7,188877.6,68536.7,85954.4,41966.4,70451.6,91639.8,60752.9,42086.5,74365.7,3415.1,42776.2,38831.1,114070.5,12517.9,32461,23118.8,137113.2,73863.1,55690.1,16740.2,135282.7,56788.4,40665.7,88760.2,10767.6,42062.1,22821.8,88683.9,5893.4,47286.9,35052.3,49073.5,105872.5,15943.4,12180.6,42411,14563,33074.7,46325.8,75209.9,53860.3,8814.4,47369.1,62204,11274.2,20100.1,13350.1,9823.6,34328.7,32182.5,27069.6,33050.5,40531.7,NA,16422.9,1907.4,15588.6,55643.5,37896.6,32712.5,8204.6,43250.3,18843.8,46612.1,50734.1,7624,6457.3,9373,30335.7,23819.6,359654.5,,15798.1
12/1/2016,22288,159396,267030,218729.8,321454.3,319713.3,155903.2,191440.2,189435.9,304456,200164.7,254602.4,80559.9,180056,138217.1,60466.8,20844.9,167807.5,123421.4,150177,94553.3,67833.9,90431,65467.3,6605.3,26778.5,84136.2,49724.4,229906.1,112233.4,42913.1,62560.4,32167.1,49111.1,56221.6,64326.5,66122.6,69796.9,3550.1,39007.1,36678.6,33822.3,13190.1,24299.4,16926.5,38877.5,46002.7,32793.1,10028.3,137255.4,29170.8,48149.7,54200.7,5904.5,29287.8,18986.4,33537.7,4005.1,26191.9,29406.7,44322.7,51928.7,10409.3,12921.8,22686.2,13151.4,21904,21084.8,43317.5,36170.7,8086.5,31397.6,26282.7,9518.5,11751.3,12531,7580.6,25472.4,17474.6,34061.4,36218.8,27558.8,NA,13010.2,966.7,24461.5,55733.1,19006.9,25979.9,8991.2,39267.5,15876.6,26392.6,35644.4,6463.7,5496,7808,20343.3,21426.7,263380.2,,12605.3
12/2/2016,19199,153567,194803.4,121368.2,169088.3,164789.6,125233.9,64817.7,115865.7,85503.8,173271.2,224293,58868,109860.4,99056.9,40532.6,19295.4,136770.2,157713,76843.2,110280.5,53765.3,91229.6,46360.8,5368,24217.1,68640.6,75194.8,119690,83969.3,37944.9,93107.6,27861.9,51885.4,58814.1,28298.3,47289.5,57444.1,3264.4,35641.9,16879.1,25002,19610.6,17765.3,10221.4,19960.2,37164.4,28383.1,7196.7,74118.3,22265.1,24584.3,35298.7,4767.4,36182,17696.1,43057,3751,28024.2,17670.5,40374.1,34180.2,9652.8,6228.5,16966.2,8300.2,12963.7,17983.2,25405.5,40748.4,12721.8,29405.2,27424.4,5696.8,8538.9,7550.7,5334.5,22498.9,12289.3,93428.3,14333.7,22429.2,NA,13402.3,1360.7,21300.3,55186,21887.6,19279.4,7936.4,21354.3,13079,30901.6,19070.4,5617.7,3961,5905.2,14508.3,17915.6,116908.6,,7487.6
12/5/2016,14512.2,142856.9,221761.3,139729.2,206811.5,214257.5,126283.4,111048.8,165147.2,130437.9,209427.1,259433.1,54729.8,121475.2,183134.2,50717.7,13665.4,93867.6,140202.7,109279.5,98688.6,74544.1,65498,50213.2,5410.7,33021,63699.1,68490.2,216325.3,106641.7,52211.4,80148.8,25766.5,49075.7,59579.5,52844,65001.4,69707,3221.6,30914.3,19463.5,23209.3,11245.4,16215.1,11734.5,36209.7,27777.4,28171.8,8011.9,101981.5,22059.9,52563.1,104980.8,4735.5,18867.1,14182.7,46521.1,3077.6,14892.3,21635.9,33639.1,43623.8,10651.4,7919.6,21938.1,9176.4,11299.7,20043.5,34893.3,24286.9,14854,27126.8,21205.6,9366.2,6036.2,6637.7,5124.8,23114,12323.6,48258.9,16484.8,44021.5,NA,13507.5,1130.9,23101.5,56631.2,15407.7,20508.8,9197.1,19493.7,9591,23763.7,27184,4029.8,3615.1,6005.7,16450.1,16563.1,147366.1,,7456
12/6/2016,19313.5,189243.2,413949.1,144570.4,244077,247055.8,78471.8,109071.8,174493.4,195800.6,84283.6,232643.6,60451.4,136109.1,150656.2,48008.9,42367.8,158169.1,184678,131924.4,117839.6,74054.6,64097.9,57422.6,18574.7,23448.5,77958.5,88871.8,205885.2,81627.2,59996.4,79883.9,26212.2,60670.3,69101.1,87360,69475.4,99624.9,4443.9,36122.6,25779,22891.9,12300.3,26172.6,30239.7,37227.6,28562.9,26453.8,11153.9,126134,20201,24715.3,51354.8,6103.8,22983.7,18173.4,62110.1,7582,31034.5,17363.9,28149.7,96211.9,7801.6,23003.9,21292.7,13252.9,13121.3,19377.6,58367.6,47224.3,18771.7,27789.9,18114,11375,7543.8,14341.9,4689.2,18148.3,29398.9,73410,19480.3,33346.6,NA,18149,939.9,18182.4,55291.3,18864.4,30587.1,9856,18364.2,10494.3,29757.1,16335.5,4729.7,3759.8,16019.9,19325.2,18343.8,160311.6,,13732.5
12/7/2016,23761.3,215858.3,414865.7,227570.2,188328.8,180536.2,148979.7,204850.8,321205.6,154939,117128.1,165764.6,94709.3,168013.6,135638.9,59450.1,31108.6,128187.2,186263.9,287901.8,141962.5,96180.9,86879.3,45007.7,13940.6,30405.8,81056.6,125518.3,247246.5,109551,63904.4,101790.5,44807,58122.1,58789.2,113469.5,64329.5,113861.5,7601.7,53305.8,22266.2,42027.8,15697.2,43020.9,24135.8,31527.3,42155.4,24085.7,8430.9,158345.4,34777.3,44140.9,144707.8,12867.2,36155.1,18194.6,50900,8362.1,22248.3,43626.2,45979.6,55011.8,9782.9,26993.7,22476.1,8177.5,14581.8,16833.9,51637.3,43194.3,59779.2,39648.7,43548.4,10070.1,7936,17779.1,11568.9,17844.6,20447.9,58323.8,14525,40017.7,NA,29537.9,1824.4,16153.8,55350.6,28949.1,21088.1,17038.5,25926,19232.6,44701.5,26917.1,7845.7,5187,7030,18500.3,19896.3,142992.3,,33966.3
12/8/2016,22255.9,201268.1,302311.5,197081.8,146835.4,145547.9,146722.2,142053.3,266243.1,163864.8,80366.5,222398,91445.4,203703.1,234784.6,64982.9,76307,139685.6,178462.7,189220.6,120909.7,65538.4,96589.2,64015.1,9369.3,30574.9,94967.8,68398.6,316767.5,106222.9,51964.1,111400.2,33252.5,44274.2,74426.3,85696,56094.4,79829.8,11115,38693.1,13667.2,60131.7,19828.4,43847.7,15909.7,24755.9,68803.6,18382.6,8548.3,126276,45774,38662.9,123200.1,2987.8,30977.7,12263.8,61188,2298.2,35087.3,30103.2,35697.6,67193.9,9480.4,18169.3,17142.3,9368.6,16839.2,16205,73434.4,30549.9,15006.1,48847.2,28580,7060.2,7420.1,12224.6,7068.6,35639.6,11754,36014.6,41507.8,31467.3,NA,13631.3,3667,17393.5,55748,55786.6,35171.7,29934.3,18047.7,14384.9,40101.7,31716.3,13035,4228.1,9016.3,18294.6,22316.5,168461.9,,12650.7
12/9/2016,15041.4,300936.8,207890.3,311729.9,151818.2,154584.1,87601,128940.5,163187.6,125439.8,106019.4,154304.3,48311.9,182509.6,121864.2,44022.1,17077,163857.3,168383.1,128009.7,105026.5,53981.3,73406.3,44365,8349.5,39408.4,85679,76764.1,185383.1,151601.8,43955.1,67161.8,40106.9,70493.6,44873.6,48574.3,38441.8,57400.6,11350.5,37746.3,17676.8,25951.1,8589.3,27912.9,16434,25446.8,29070.4,20502.2,10191.8,95643.8,25126.7,38460.3,39149.4,2852.2,20865.7,15837.6,47046.8,2140.3,28433.3,20273.9,23353.4,44377.6,5523.7,7816.6,21264.4,9397.8,14196.8,20660,97435.3,25863.8,20394.9,28264.6,38179.9,8272,9797.2,11552.2,7906.3,33417.4,10530.4,43001.6,15159.5,24164,NA,7875.8,1901.7,12450.5,57884.8,29143.9,32458.1,13291.5,16465,17653.4,23407.7,24679.9,8193.2,3963.9,8692.9,23499.6,15947.3,117801.8,,14626.3
12/12/2016,32874.2,188202,417034.3,190474.5,270362.3,159290,139501,109986.8,184875.7,284560.2,116559.6,137019.3,79015,268789.2,118016.1,64699.2,18410.3,115942.7,166485.9,152458.8,110987.8,129474.6,83941.5,40054.3,8157.9,31816.4,92952.9,46390.7,255470.6,102489.6,42323.1,66046.4,36580.7,47508.2,38288.8,57679,41000.1,37988.8,9480.6,41439.9,21804.7,31354,13232.7,36560.2,10873.2,31273,35644.9,24172.7,9513.8,68691.8,18941.3,36481.1,81601.6,4161.7,28785.1,19036.7,54345.6,3113.8,28125.7,31200.6,32779.8,37596.8,10078.2,20402.2,21767.4,14386.3,10396.2,16494.9,64798.5,31680.2,11998.7,38375.2,27282.1,7209.7,9728.2,14540.4,7092.1,20486.7,9813.7,40498,18062.3,16045.3,NA,10555.9,3384.8,13546.1,58978.4,24536.5,33675.1,9175.4,43180.6,15863.6,40226,30816.3,13547.4,3735.1,9131.3,21453.3,19800.7,208081.4,,5910.8
12/13/2016,17238.7,153424.6,282348.6,159911.3,209393.4,214029.8,168983.8,119101.6,200172,176263.1,142870.6,209119.4,74375.8,145625.9,127879.4,103433.3,11391.6,87486.6,134626.8,163930.3,116726.4,86011.1,90072.9,49428.4,6495.3,26847.1,102161.6,45342.3,186266.6,93055.5,45305.3,68540.3,51635.1,41471,41157.8,64795.3,46136.9,57907.8,9385.6,40285.5,20479.7,27073.8,11574.7,31988.6,13973.7,30152.9,105773.7,42475.6,13812.1,82670.7,16986.1,43758.1,57058.5,6547,26025.3,13021.9,62773.6,4077.4,22836.4,26615.6,23273.3,67992.1,15273.8,10552.5,20377.4,7399.5,10273.6,18674.7,70918.8,34555.4,14112.2,42553.6,27461.2,11585.1,10679.9,10363.9,8153.4,21459.8,10931.8,36018.9,12378.6,30153.9,NA,7810.9,1760.5,13614,56925.8,32722.4,23963.7,9421.7,14993.6,12665.8,35962,28275.1,8212.1,3951.3,8782.3,13155.6,27844.4,136239.2,,7590.1
12/14/2016,22394.6,156880.7,267087.5,154788.6,191257.9,240185.4,125720.6,76231.7,140292.7,131093.8,128988,156758.5,77883.9,133496.3,119464.7,71092.4,52305.7,128745.8,198649.8,213825.5,119380.6,72903.5,66835.3,45648.8,5532.3,34414.8,85941.1,49980.1,183523.4,95012.5,34804.4,120023.8,37534.4,43739.5,55914.3,48461.2,57141.6,39289,6203.1,40336.9,17281.2,29150.1,18649.8,32048,30502.7,21849.3,56271.5,42019.7,16219.1,82341.1,18504,27987.4,50030.1,15364.8,47220.1,22019.8,37813.9,13177.1,18303.3,39238.3,24938.7,65401.1,12974.5,11707.5,24304.2,13128,10077.6,12149.4,122975,30017.8,11950,25738.8,33407.5,21168.8,11378.5,11081.9,6603.2,37444.7,20839.1,44793.8,33500.8,40920.4,NA,17341,12559.9,40933.5,56883.8,42800.7,26506.5,16841.1,17317.6,24118.6,57612.9,39253.3,11373.6,3298.6,9346.4,20773.2,25420.9,133357.2,,8543.6
12/15/2016,18046.7,274135.3,287880.9,190823.8,228857.5,220743.8,121744.2,158939.5,241048.2,251167.3,120374.1,188951.4,72570.9,191513.3,117245.2,64448.1,21394.4,134905.5,175090.2,230857.3,189087.6,76376.1,82937.6,34237.2,16115.6,40801.6,88453.6,59688.8,289660.6,96709.4,61926.6,95320.6,25668.8,33384.4,84793.2,54437.4,48013.2,65254.2,7456.5,62080,14529.9,28287.9,17437.3,47557.7,17648.8,24782.5,34777.1,28979,13068.7,84294.4,33284.3,88231.1,56360.2,13375.1,44273.2,19986.7,54982.7,4462.6,32200.1,37123.3,35228,147160.1,16460.6,39871.6,40958.1,7931.2,15172.3,23047.9,84142.2,34956.7,13669.2,36846.2,25879.5,16558,12900.8,15135.9,9318.6,33379.8,16681.7,38523.4,18966.6,34779.9,NA,13146.8,10461.3,26368,30819.4,23724.6,27404.9,11256.8,20354.6,22419.8,28224.8,45252.7,12047.7,7902.7,12809.7,18564.4,26309.5,206096.1,,14008.6
12/16/2016,19232,249913.7,487363.6,253412,347921.6,257471.2,125563.3,180266.9,283050.4,250906.9,156432.2,240808.7,63394.7,135622.8,123648.9,84182.3,74729.9,145669.5,157709.6,196686,210889,75732.5,111925.4,40942.2,7723.4,31564,129694.8,75542.1,332034.5,136405,69582.8,106229.5,37460,55955,80589.7,72585.5,59007,61320.1,6210,54870.6,18723.7,48601.1,10078.1,43468.9,18512.6,44538.7,43474.2,29787.7,19658.6,139457.3,55008.6,44432.2,51660.7,5195.8,28435.2,17363.2,38575.3,3379.8,28404.4,40322.1,70303.5,84361.5,10280.1,19785.2,25915.4,10290.5,21236.5,18317.7,66692.5,45988.8,16040.1,38434.1,42610.9,36964.4,14195.1,17535,9033.1,38496.1,25639.4,40363.7,17045.2,34287.7,NA,13438.6,5017.3,19728.1,80862.3,36850.1,30933.5,14976,31918.6,22105.4,22199.7,40869.7,27662.1,4619.1,10062.8,28235.7,22749.3,336211.5,,147032.5
12/19/2016,13516.4,194340.2,171669.1,113209.7,167433.9,144121.7,62213,91290.8,142222.8,183509.8,185800.6,113300.8,41911.8,137471.4,96080.5,59247.7,12206.1,86395.4,110283,105337.6,90142.1,51646,59362.8,23290.6,5957.1,30734.2,73177.4,27915.1,135941.9,85709.6,31668.6,118660.9,17183.3,40646.5,49917.7,38428.2,29789.5,42032.3,6430.4,28548.9,10266.9,24779.1,8332.6,11747.3,9982.5,20429.3,23077.3,21133.6,11004.6,107902.2,15730.2,20190.1,40948.8,6386.6,19078.8,9873.9,66031.9,1820.5,22584.3,18075.8,57095.5,41060.4,4904.8,14268.1,17781.5,10590.8,24385.8,12582.6,46617.3,23238.3,12970.8,23603.2,23473.8,17512.8,8200.6,8312.6,4388.9,17323.9,14040.2,31110.1,10856.5,16560.8,NA,7336.3,12262.1,14566.2,56147.6,20056.5,17267.7,10471.2,8672.1,10692.8,17592.7,12458.7,14271.6,3528.5,4711.5,12774.2,13404.3,214428.8,,23836.5
12/20/2016,14165.7,163168.1,194062.8,177175.2,131820,163251.3,96159.5,95414.5,137225.9,169657.7,87904.6,164944.6,50545,148918.7,72848.3,72850.9,14631.3,74607.1,86693.9,174777.8,80404.9,59044.8,73424.1,39551.3,11935,22569.2,53308,50516.1,154469.4,100388,35553.5,55809.8,20804.3,30427.9,58353.4,54980.8,24454.7,43082.6,8703.3,21089.7,17422,21172.6,19197.2,14674.7,12641.8,22542.2,34646.4,13593.4,8089.8,91849.4,16586.9,32748.9,37121.5,7448.8,18244.3,7229,36892.4,2530.2,19694.3,14005.9,84253.9,58180.8,6621.6,9874.5,13709.4,5858.1,14636.5,14172.3,43528.6,25737.2,13907.1,21056.9,33618,13674.4,10703.3,10442.8,5033.5,20563.9,11712.8,24699.9,8445.6,25080.9,NA,28441.3,7523.9,14481.6,56116.2,24797.2,16604.1,9526.8,18637.5,12449.7,17495.2,16786.5,12782.3,2821.9,9691.4,8263.1,16912.5,161676.6,,9933.1
12/21/2016,17204.2,126435.5,115241.2,86457.8,138270.8,96219.8,85310.2,65996.3,99963.8,160637.1,103983.8,107172.6,41318.2,93724.6,56164.7,56439.8,10614.7,72590.7,124504.8,104000.6,66893.9,55445.4,77167.9,79138.9,6835.9,17543.9,51235.9,30364.9,104233,105991.5,51737.8,58239.2,40523.8,21765.9,26039.5,27166.8,31502.8,40209.2,5097.5,16810.6,14318.8,17915.6,13210.1,13186.4,16671.1,32313.7,56348.5,25301.2,7038,80007.4,21605.3,52452.8,60147.4,5797.4,18919.4,16045.7,66062.5,8064.5,14063.7,27068.4,77656.1,46624.8,9521.3,6677.9,13162.2,16121.3,16726,16991.1,37402.8,23876.2,16287.9,18358.9,47708.4,10010.5,12062,10048.5,4413.3,9146.7,8069.4,22446.1,11288,26573.1,NA,9489.8,2954.6,9877.5,88018.9,22536.7,21967.3,9731.3,19001.5,19516.2,18020.9,26384.6,5636.4,3886.5,5226.2,10353.8,18223.3,133590.5,,5126.8
12/22/2016,11096.1,135736.8,101927.2,96844.5,161944.3,104995.2,63293.3,62293.7,78946.6,295267.8,123789.7,98454.5,44512.4,104126.4,58568.7,33074,7868.4,59655.1,57657,72669.9,117036.6,56455.6,56574.6,31325,5110.8,18984.2,56844.3,37028.3,104594.8,53331.3,27581.1,31144.8,34423.8,25169.1,29138.2,32586.2,21068,31970.2,4801.2,18895.5,13237.3,12509.2,15980.4,13549.3,13842.9,14264.3,21287.4,19410.5,6287.5,43818.9,10832.1,17378.8,19864,8285.8,20664,8437.4,18443.5,2930.4,15416.4,13287.6,42278.3,34822.4,7679.7,6531.6,11740.5,6860.1,6734.3,15551.3,34927.5,14710.2,8141.6,14321.1,22483.9,6628.4,9570.4,5558.5,4477.2,9984.3,5972.3,21953.2,18645,24889.2,NA,6917.1,2142.5,7848.5,88055.2,19724.6,10247.2,3990.3,8998.5,7264.9,14675.8,20459.1,7048.4,2426.7,4406.5,8582.1,10919,112107.2,,4234.9
12/23/2016,3264.6,40744.7,90815.9,38746.7,47435,40599.5,27971,33581.2,33559,48364.1,27107.6,34401.4,13583.1,41353.2,28402.1,13414.4,5431.1,26751.2,36936.9,24389.5,22146.9,15613.3,23043.6,16536.5,1803.5,10662.8,19425.6,10420.9,33475.8,25918,23695.4,17729.9,22458.9,10655.7,12694.6,14848,9354.3,16518.2,3386.5,5601.2,17472.9,4560,4211.8,6336.4,5611.1,7374.2,5099.6,4507.5,4347.1,18644.1,5951.1,11569.6,14182.3,2124.2,6442.9,3053.4,9473.8,2648.7,8646.4,8329.6,7823.1,18460.1,3251.4,5369.5,4779.5,2530.8,2897.5,3270.9,12263.1,10487.3,3948.1,4788.2,7630.8,1711.1,5934.3,2659.1,3800.1,4684,6786.5,9821,15066.6,8260.2,NA,2957,792.1,3238.2,84603.4,4726.9,5153.9,1816.6,3583.2,2426.5,7393.4,13237.2,17442.1,835,2105.8,2943,5529.4,33424.2,,2823.8
12/26/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
