Code,@AAPL(VA),@MSFT(VA),@AMZN(VA),@FB(VA),@GOOGL(VA),@INTC(VA),@PEP(VA),@CSCO(VA),@NFLX(VA),@CMCSA(VA),@NVDA(VA),@ADBE(VA),@COST(VA),@AMGN(VA),@PYPL(VA),@TMUS(VA),@GILD(VA),@TSLA(VA),@CHTR(VA),@AVGO(VA),@TXN(VA),@SBUX(VA),@MDLZ(VA),@QCOM(VA),@INTU(VA),@VRTX(VA),@FISV(VA),@ADP(VA),@ISRG(VA),@AMD(VA),@BIIB(VA),@BKNG(VA),@JD(VA),@MU(VA),@REGN(VA),@ATVI(VA),@CSX(VA),@WBA(VA),@AMAT(VA),@ILMN(VA),@KHC(VA),@NTES(VA),@ADI(VA),@BIDU(VA),@EA(VA),@EXC(VA),@ADSK(VA),@LRCX(VA),@XEL(VA),@EBAY(VA),@MAR(VA),@MNST(VA),@ROST(VA),@CTSH(VA),@MELI(VA),@LULU(VA),@NXPI(VA),@ORLY(VA),@PCAR(VA),@VRSN(VA),@VRSK(VA),@WLTW(VA),@ALXN(VA),@ANSS(VA),@CDNS(VA),@CTXS(VA),@DLTR(VA),@FAST(VA),@KLAC(VA),@PAYX(VA),@SNPS(VA),@XLNX(VA),@CERN(VA),@CTAS(VA),@CSGP(VA),@IDXX(VA),@MCHP(VA),@SGEN(VA),@SIRI(VA),@WDAY(VA),@ALGN(VA),@BMRN(VA),@CHKP(VA),@INCY(VA),@SWKS(VA),@SPLK(VA),@AAL(VA),@CDW(VA),@CPRT(VA),@EXPE(VA),@MXIM(VA),@TTWO(VA),@TCOM(VA),@UAL(VA),@NTAP(VA),@ULTA(VA),@WDC(VA),@FOXA(VA),@LBTYA(VA),@GOOG(VA),@ASML(VA),@FOX(VA),@LBTYK(VA)
12/6/2017,4826388,2163265,3278270,3552223,1481229,1201881,379829.8,620912.7,1012741,988880.3,2199898,648574.5,667038.4,443864,675590.3,316978.4,447407.4,2213302,498430.4,1273698,453618.8,502846.3,354219.7,452229.7,147184.7,217618.5,108272.1,242865.7,394941.1,388292.6,295586.2,682538.3,546176.9,1635324,276059.2,497767.2,320846.6,423910.9,974534.6,139757.8,207757.8,466148.7,238384.8,485054.5,478302.8,221379,180458.5,727552.3,105802.1,330847.7,216475.3,131361.7,156791.1,338146.4,155964.1,395471.6,272931.6,247168.4,137774.3,78383.6,58040.6,65865.8,210673.8,43359.5,89437.2,197704,220702.6,140001.3,130179.4,125411.6,113618.4,96930.1,82825.9,58085.3,85948.8,100202.2,130354.7,58577.3,118987.5,367899.5,281624.1,96270,78184.3,119302.3,518578.9,145254.8,140398.6,46136.2,82408.6,325686.1,68657.6,202388.8,276856.9,191077.3,180679.9,285678.4,274319.8,NA,36410.2,1294293,147847,NA,62768.3
12/7/2017,4354724,1910980,2909773,3646196,1611693,1408679,634033.3,640323.2,863626.3,1113331,2601195,426058.5,418038.5,541446.6,584836.5,287422.9,448606.9,1502958,672410.4,2119225,473754.6,356590.3,293680.7,571085.1,249489.7,234438.1,93761.4,293681.2,293352.4,329168.4,314234.8,861311.9,610792,1851283,192436.4,444011.4,280204.2,571258.2,766108.2,146306.5,201918.4,360507.8,336661.2,418713.5,375047.4,277903.4,335482.7,629032.3,46840.6,281199.4,187084.5,147452.9,134288.1,406122.3,103222.7,662522.3,241033.1,202772.6,131122.4,211376.6,68469.3,114386.6,277137.8,49581.1,91625.5,133585.1,286022.4,112254.6,126521.3,139364.8,129321.2,82450.6,118079.8,62536.2,67753.6,66700.1,159749.7,33039,100975.3,415804.1,291706.3,99938.4,179722.4,113960.1,344271.4,114524.3,154224.6,56196.1,49460.2,504194.1,85833.9,210125.5,493489.6,238862.2,166500.5,232276.3,209335.5,NA,31751,1502055,169470.9,NA,85497.8
12/8/2017,3964836,2059636,3555032,3584742,1638095,1003980,363988.4,527552.7,938474.4,845848.7,2247720,366085.5,332910.9,584527.8,610506.9,232841.8,584140.5,1091427,656887.6,1098736,549801,582866.3,255186.8,604940.8,253957.1,246799.4,75248.9,117508.9,301391,349938.1,368916.3,666256.2,362371.6,1955541,252467.1,375458.8,221115.6,489695.8,789917.3,134448.6,418281.4,548517.5,291908.4,508269.1,373038.4,324232.6,336193.7,656290.8,139960.6,468422.3,559190.3,112833.1,160668.9,239229.8,123299.4,233036.4,243994.4,151966,112697.6,77471.7,54259,116009.8,627093.6,61003.9,69031.9,101283.4,265452.1,91432.5,106489.8,100896.2,121041.6,71564.1,96665.5,51989.4,71862.8,43832.5,162912.4,40444.9,59198.1,236869.3,240361.7,85450.2,83738.5,129499.3,241102.2,166845.2,195800.6,57457.6,39710.7,338968.3,86567.1,185234.5,313951,331289.4,200209.9,327333.9,408995.3,NA,25658.9,1339502,84154.6,NA,47839.1
12/11/2017,6062715,1942779,2755614,2363056,1222316,889412.2,284203.2,634775.3,991095.8,911159.6,1799316,483271.9,369926.8,331160.6,469939.4,212638.9,694700.1,2578331,668156.6,909914.1,549802.7,606037.6,462135.6,791527.1,213907.8,208722.5,99717.4,233006.1,494072.4,301848.1,374379.2,560192.2,349451.4,1409843,197757,256427.1,366513,461520.1,501261.8,194102.9,310507.1,598604.9,199234.8,468147.3,428831.3,363251.4,257611.1,519715.3,172682.6,265000.2,184070.4,100235,158684,166655.1,252624.4,140446.7,295033.8,179358.1,132682.9,72828.6,118176.2,113619,294786.9,57431.2,60715.9,174343.2,263102.3,88920.1,115135.4,162510,117806.8,112514.1,99360.8,72968.7,92116.9,60481.1,142506,175785.1,85543.7,314657.6,247622.5,365433.8,118174.5,132328.8,187066,172576.8,145135.7,48073.7,59224,314694.9,56261.1,177603.3,196661.5,260815.3,168413.4,248986.8,203606.5,NA,32710.4,1239854,272742.1,NA,75506.1
12/12/2017,3336431,2047487,2609768,2994686,1785124,717617.9,313677.7,631048.9,795067.9,1325126,2179389,677873.3,632747.6,385109.8,484885.2,229449.9,700968.3,2942608,647069.2,738824.4,599331.4,357694.4,639979.8,455428.6,158986.6,142619.3,82237.3,155367.3,474638.9,360344.6,243891.6,789395.4,351158,1201538,173143,415457.2,320071.1,317110.2,485255.4,160107.7,247662.8,460100.5,192063.4,443263.1,418737.7,327916.8,216497.3,403132.3,168528.5,236154.6,196820.6,98873.4,160393.3,322148.9,287117.2,130225.8,155856.7,242868,178161.1,64748.6,91851.9,113353.3,183180.9,64115.7,83363,99977.6,265030.4,124338.4,133591.8,74848.4,135051.3,127236.5,67335,50067.4,172240.3,55849.4,163966.3,81627.8,71448.4,327974.7,238422.7,166299.4,111983.3,148259.9,254579.7,158075.8,142069.8,42710.4,60100.2,235836.3,81466.9,137033.9,222547.8,180295.8,154199.4,397937.3,213431.7,NA,73367.5,1335715,195334.6,NA,68685.6
12/13/2017,4114734,1886368,3047650,2607103,1455543,928625.9,376496.2,771505.3,883107.9,1085879,2611464,810207.6,577809.2,561641.1,535382.4,432671.4,764361.7,2118656,675247.3,706085.8,521971.6,460474.3,386031.9,422223.6,223573.8,292215.5,113527.3,141285.3,397096.5,419915,373705.2,670330.3,1131272,1211087,219980.8,357920.4,394239.3,441757.3,704118.9,107748.1,239911.9,582131,176552.4,518987.6,403047.3,355943.6,210900.4,588125.6,145195.1,220995.5,273169.1,106291.9,155247.1,223166.3,547051.5,69438.4,180902.3,302006.6,111786.8,112707.4,80286.2,92090.8,212713.5,50210.9,148609.5,96140.9,230851.9,90411.9,121086.1,129927.3,109379.2,165176.3,236739.9,79952.2,104432,73428.6,128276.1,73211.7,75893.4,189317.8,174556.8,120605.5,104120.6,130007.9,189934.5,104314.4,152299.6,43113.4,37056.8,239985,87889.8,226601.9,234083.5,234466.1,172459.4,229995.3,539742,NA,50776.7,1335669,143858.3,NA,55487
12/14/2017,3527870,1640040,3770934,2433379,1641917,850559.5,121203.6,635322.3,1485731,908684.8,2050677,835099.9,702466.8,477450.6,562247.1,440695.7,676689.1,1988567,525495.4,973488.2,711414.4,534628.8,415929.4,461727.5,163118.9,202808.9,98923.1,193786.5,437220.3,292667,380910.3,808413.9,903044.5,1041110,162839.3,308220.8,411698.8,506699.1,459221.5,122585.3,263071.3,464216,195631.4,660644.8,293074.1,51732.4,160254.5,540326.3,45985.7,205228.2,328591.4,109146.1,156123.1,337712.2,282076.6,152675.6,568712.7,229268.8,117928.5,77793.1,96602.9,137984.5,183494.6,35755.3,156237.5,189947.2,206804.4,101657.8,143835.6,105033.9,85577.7,98642.3,117269,80645.2,98652.6,62045.4,170497.4,74124.8,76854.6,234739.4,230192.5,108187.3,122991,126099.8,335646.9,221807.9,227519.6,47241.2,37613.5,242045,69668.3,209780.5,203777.6,368917.7,139128.5,301650.4,269313.3,NA,28735.8,1639008,161761.7,NA,70843.7
12/15/2017,6971710,4653774,5628939,5120887,3410221,2100340,853744,1798015,1383398,1873890,3180621,1629207,1635473,1024377,942972,413483.7,1158634,2362373,1145091,1188309,921611.9,1322744,682668.8,1223316,378537.4,471322.7,231777.9,387974.4,544032.8,464733.9,663810.7,1079268,967196.9,2487397,492544.4,645917.8,2626346,845699.3,761706.8,387498.1,532023.8,661577.8,325906.8,1222981,663534,367988.8,292311,738379.4,225925.1,621694.6,531700.1,262472.6,333588.4,596969.5,274527.3,158607.7,231075.4,438995.4,196374.9,143878.2,256988.3,220612.5,393711.8,163680.8,700691.3,207846.3,348619.9,201317.8,278981.2,246988.5,580402.6,293954.8,228682.6,187862.8,132174.4,164065,280268.6,135054.8,516495.6,667938.1,384058.9,271137.3,190378.7,317292.2,374281.9,199880.3,463294,104654.9,75675.3,279865,146459.4,641759.9,308829.7,431011.9,291442,381731.2,582200.6,NA,66845.1,3475811,540787.6,NA,117859.4
12/18/2017,5189627,1930424,3507257,3118522,1638957,2313035,411478.3,831893.2,951867.9,734221.8,2339738,607349.2,674430.6,494709.9,631458.8,213910,752346.9,1873585,643444.8,788549.4,610245.3,509121.8,481252.3,485300.4,222707.4,180000.1,98980.4,288650.6,296033.2,693760.1,323301.8,699359.9,836584.7,1524514,240507.2,413955.5,1516206,484514.1,708984.1,191521.4,216592.8,499638.8,241450.4,495964.8,470018.4,201879.3,255330.6,646049.9,147895.6,309855.5,496575.9,88617.3,140260.9,221515.9,180811.6,151542.9,155323.8,337591.6,139094.4,81478.9,79112.5,119103,241040.8,70208.8,143184.4,154881.1,270508.3,189736.3,194746.4,123155.4,136664.2,144705.7,125786.6,137304.9,109778.6,65191.5,193422.9,52893.6,176586.6,268660.2,188298.6,107428.5,137053.1,146603.1,248204.4,143856.3,166603.5,74406.5,58701.7,197309.6,138918.8,280616.6,242345.6,239042.3,123439.4,180860.1,322608.8,NA,59426.4,1670202,212271.1,NA,99906.1
12/19/2017,4791007,2016381,3066979,2671886,1421192,1929082,468158.2,757947.4,1316423,826809.6,1832274,439734.1,749729.9,478203.2,577439.7,366020.6,502793.5,2280210,549103.3,502615.1,543800.7,461809.2,303518.2,461299.8,278139.2,152954.1,79771.1,225518.4,270915.1,483424.6,283113.9,681529.3,1358007,2253075,223845.6,399125,539320.3,364028.3,578022.6,136447.6,227825.1,547456.6,184305.1,645890,222543.7,178296.9,197355.2,446394.3,201607.9,298074.8,388117.7,81323.3,229245,192666.7,234042.9,108231,157200.1,227164.4,102699.4,107289.1,102662.1,94594.8,192804.7,38384.8,145407.1,90984.1,198240.4,79196.1,145907.9,113855.6,120783.9,101815.6,104863.5,106806.1,97457.6,69602.6,157157.4,40376.3,120063.4,195379.3,144004.1,98659.4,102180.4,144036.5,176062.1,94849.4,155579.4,42867.1,51348.9,159231.9,67845.4,249790.3,150903.4,215696.2,178452,264358.2,332862.7,NA,26665.2,1432848,125108.4,NA,66053.6
12/20/2017,4090707,2019566,2798659,2113041,1541324,1936648,507077.6,730738,1230762,676210.6,1418446,465545,727228.7,576711.5,453444.4,350439.3,544137.1,1959032,614570.4,525604.8,578376.7,416321.4,301983.5,448794,221929.3,118218.8,83436.4,106272.7,179121.7,344735.6,426034.1,722979.4,921265.2,3863825,198009.7,303705.1,578282.4,478405.5,531833.8,135856.9,295114.9,346012.9,185253.9,407655.3,286980.6,238225.4,264026.4,622560.1,244883.5,248544.4,194837.9,85480.8,237428.4,241598.1,408891.1,91171.3,169220.4,221116.2,100229.2,57341.4,79415.1,114502.1,221853.6,60040.1,79511.2,101364.9,175350,56031.2,172742.6,116472.7,65424.9,110190.4,123708.1,81709.9,30434.6,51009.8,161776.4,49668.5,103672.9,118270.4,113615.5,79523,85780.6,133545.6,203335.1,89858,267880.9,35424.8,57043.5,135947.6,72643.4,108170,84309.9,300241.3,107465.4,202940.6,394208.3,NA,19760,1351441,92958.8,NA,51987.7
12/21/2017,3671105,1542200,2493190,2062193,1374869,2012926,330646.2,634626.1,893694.3,1396526,1479082,377876.6,357103.2,372868.1,352945.1,192499.4,527949.3,1449990,617396.1,467703.9,491698.9,344939.6,276140.1,351684.3,239911.1,339510.2,73553.5,146102.9,272571.8,239572.6,716260.1,439436.9,305379.3,2257610,196317.2,218092.3,507885.9,426328.6,497293.1,120643.7,355021.4,540578.3,169962.8,503884.1,303407.8,157115.4,409576.4,496854.1,217663.4,364732.1,274077.2,108017.8,201679.3,345775.4,169272,104556.5,118208.9,278821.7,79920.9,111716.8,62525.1,89803.9,231087.1,52897.9,65340.7,107203.4,223065.3,67637.7,138826.6,284989.1,52576.8,113099.7,143496.3,149461.1,77344.6,37832.3,126966.6,37239.5,131715,118234.5,460348.6,56450.6,143244.2,98621.9,192029.9,90852.3,377066.2,42551.7,43243.4,164981.9,84414.5,124335.2,117303.6,305978.3,133351.3,330777.9,400190.9,NA,124914.6,1060298,68845.9,NA,133721.9
12/22/2017,2861729,1207079,1854652,1506284,951129.2,1575336,242539.9,441384.2,735695.8,553392.4,2252745,297389.2,201252.1,260855,287318.7,147216.6,477723.7,1382914,492815.4,382859.9,316588.8,409715.9,383889.8,287432.3,107620.4,218291.9,53545.7,132104.4,292522.4,528446.4,284083.8,382782.4,302894.6,1347710,157273.9,213182.5,310081.4,280820.1,420146.9,97885.4,241907.6,272720.8,148966.9,312999.6,258327.8,137864.4,159919.6,294608.8,149644.9,287057.4,372821.4,78464.1,115947.6,419355.8,142334.1,74103.8,168529.3,235924.8,62519.9,57063.8,62596.4,73280.1,117480.4,28275.5,52288.5,66336,158180.5,65338.1,63779.1,207292.4,72301.3,148973.3,169531.3,354124.1,45813.6,41070.1,82450.2,43125.4,81391.4,99029.1,255509.4,86265.9,129676.6,90062.7,146919.6,65731.3,127567.9,28908.5,43200.9,128762,35431.4,79470.9,120603.2,144947.1,57488.5,278708.4,171688.7,NA,106278.1,800925.6,49933.8,NA,104186
12/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/26/2017,5656651,844092.6,2349642,1565366,978154.6,717006.3,256455.1,315140.6,570709.6,427774.9,1735736,159972.4,209221.6,235845.1,362911.4,96886.8,324725.3,1396649,381016.6,571648.9,153151.8,317260.1,298495.3,272851.5,98183.3,117032.3,57518,189985,161831.1,213496.9,208601.4,409050.6,265951.8,1771037,175146.3,206049.9,241944.2,145016.3,376935.3,83250.7,197855.6,303257.6,121843.5,306291,177558.8,79503.3,137273.5,314108.5,119792.3,172021.4,153602.9,51813.6,105993,147880.5,171152.4,113300.7,85890.6,158266.9,33881,79903.3,43726.4,35468.5,125633.9,36690.8,41170.4,150926.4,128721,34063.1,54517.6,111747.1,68501.8,73050.1,95189.6,78407.8,62494.3,40288,51975.1,33942.8,80041.3,89211.7,99586.2,46801.8,128361,48018.4,225097.9,51644.3,146814.8,20123,40079.7,89794.3,42223.8,66314.4,122942.4,158158.6,54807,313192.8,311473.5,NA,34754.9,803511.9,48639.6,NA,33002.6
12/27/2017,3660565,1256445,2208366,1687306,1184768,616165.1,293638.1,406392.1,745537.8,486267.7,1632699,267237.4,218908.1,247799.9,332641,125490.3,287216.2,1475809,684835.6,925025.1,185453.9,275913.7,241161.1,315743.9,87037.1,142559.2,88945.7,96845.9,149871.8,243068.3,192459.5,390784.7,295636.6,1029149,157470.3,306400.4,380846.1,236998.6,307348.9,101735.9,137290.6,203975.1,162778.6,220915.9,266337.9,195304.7,116157.4,298856.2,97826,160001.2,310183.3,99710,77384.8,184772.9,185371.8,59225.8,1139637,157204.1,74619.2,50191.2,35362.1,52685.1,155081.1,29322.8,44464,85241.5,190279.6,70638.2,76578.9,79093.4,89957.6,106450.8,80804.3,59575.6,51001.8,49840.8,72490.9,28122.9,51629.4,101468.1,160220.2,53731.2,73666.6,80236.3,136163.2,64135.6,148355.5,37293.9,36650.8,119715.2,80909.8,104162.4,131504.3,197025.3,54444,116790.1,212483.4,NA,104081.4,1336450,58216.2,NA,63702.2
12/28/2017,2820693,907803.4,2185262,2178790,1052236,439010.7,238547.4,339634.6,1937194,370118.8,1190581,183140.9,189805.9,287225.2,282669.9,102689.6,334820.5,1352640,257841.1,354408.8,200005.8,291492.5,215603.3,157997.6,100872.6,144324.8,76273.1,83253.7,140319,195880.4,211420.4,297400.8,286144.3,1226614,135587.4,196463.6,236701,154947.9,291539.8,155260.8,146776.8,651706.1,176315.8,237337.1,151358.6,146835.9,91229.6,243387.9,115372.2,128340.4,232250.4,90995.3,65248.1,137240.8,147294.2,95980,95014.2,180981.9,75523.2,48951.6,57529.9,52508.7,134649.3,38231.9,55967,60456.5,136125.8,101468.4,104210.9,75280.9,60865.5,127425.6,59329.4,68791.6,26424.7,45216.1,102731.1,26509.4,46215,93665,138133.1,85776.3,40825.2,108671.9,91958.5,54499.3,96668.8,29256.4,25959.2,92106.7,55562.4,85596.6,71142.3,165190,50639.9,111539.4,185909.6,NA,59645.7,877871,70072.4,NA,66879.6
12/29/2017,4413639,1603939,3158366,1818670,1244528,804160.8,374121.8,483441.8,998039.1,490682.6,1367775,318022.6,378204.9,340088.9,332209.6,117527.8,530181.1,1180076,284755.2,463943.2,294402.3,308867.6,839934.7,425567.3,109182.6,132579.2,77733.8,119121.3,193647.1,277268.3,198017.8,520252.4,200044.1,1842555,235437.6,204176.3,172760.2,226302.3,358547.3,194466,190553.8,575226.3,304251.9,265909.3,222157.1,122849.4,112192.8,255057.9,133354.6,175741.5,229972,101931.8,141996.6,157460.7,131155.6,103324.6,184808.9,201321.4,61693.9,57935.5,50900.5,60773.5,129767.3,55137.2,68492.3,51605.1,147813.3,68845,115239.7,82545.3,53059,64982.2,66209.4,65164.5,60400.4,57597.2,79735.7,24455.5,57218.7,77936,125433.8,71487.1,36621,117854.6,148116.6,65751.4,140900.5,29569,35182.2,134471.3,64164.7,131082.3,179882.2,208350.5,71791.4,149609.9,222602.3,NA,78671.5,929067.3,34009.5,NA,65418.7
1/1/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/2/2018,4378956,1931423,3191617,3269741,1700348,1092762,493476.6,780092.6,2191713,747295.3,1758193,430425.9,473860.4,406889.2,539217.9,140511.3,582544.6,1386466,970214.9,878328.7,445504.4,416581.9,277390.9,411187.8,226685.3,210255.7,100881.3,284100.4,309417.5,477575.4,470611.8,845295.9,781460.1,1589318,237750.2,330186.8,329780.9,492671,516160.2,179890.1,309810.8,671179.3,211118.8,648637.3,500327.9,203692.4,217424,383191.8,116676.3,266379.6,393528.4,158632.9,170178.8,217678.5,117520.7,197089.4,209745.2,354473.1,164401.4,154350.5,62657.9,120644.9,287847.3,57768,81346.8,117889.5,153514.8,113535.8,178449.9,154501.3,84580.1,175197.4,88825.7,74898.6,67270,63314.2,146766.3,52759.6,160123.8,164519.4,219724.4,117325.8,77787.8,183089.9,242567.9,204782.3,214950,50784.4,37506.4,188346.4,143128.3,176061,364789.8,231911.1,77168.4,223159.3,316266.6,NA,52558.3,1313390,144337.5,NA,114112.6
1/3/2018,5109942,2249535,3730507,3099357,1703889,5227361,498290.9,1151691,1753497,852697.4,4792383,462442.4,641633.9,554881.2,756901.4,166090.4,494255.3,1443770,883600.8,837343.4,745056.3,438407.8,367580.4,448774.9,223951.7,243787.8,83656.9,178225.8,300749.7,1803068,379346.6,957057.7,541398.1,1935473,283069.3,286248.3,440008.9,537976.6,585994.9,207766.6,260147.3,493797.4,183120.9,465300.7,352837.6,188495.4,212980.3,495281.8,196461.2,355839.3,204198.8,175576.9,236058.4,308371.6,144943,137821.6,339816.9,344363.2,105030.5,130694.1,72596.6,114674.1,314641.8,80706.3,91453.8,98782.9,164317.2,110619.4,291210.7,149046.4,76203.1,169781.1,76537.8,83598.1,85021.3,65114.3,231843.4,30589.4,151135.5,214866.7,211101.9,104979.4,78907.9,148061.3,235451,182666.1,265587.6,81099,50221.2,308502.2,128410.7,165380.1,268721.8,314788.1,136510.9,479484.4,268533.2,NA,55352,1541268,188379.6,NA,65343.1
1/4/2018,3880943,1911525,3656878,2567780,1430267,3901410,373053.5,811451,1239005,734582.9,3129785,405023.8,666757.6,363177.5,665168.3,150641,375910.1,3107928,411785.1,515006.6,592824.4,340731.4,372882.2,335001.1,274978.1,205649.6,99475.8,146424.6,340735.2,1335768,327944.4,1078005,436619.1,2410347,250828.6,254523.2,334066.1,893340.8,515105.8,200575.2,281308.9,425631.4,171998.6,387766.1,406785.9,183228.7,240279.4,433568.8,133220,347990.8,433769,119812.3,186223.4,250389.4,126855.4,132464.9,254124.8,229496,232083.9,79801.6,92198.8,121437.4,257893.9,88693.7,138727.6,89468.2,197973.5,114558.6,207624.6,112776.9,93299.7,235588.2,70469.8,91262.5,63525.6,85599.1,151743.1,32083.3,143215.4,302646.8,316359.9,169655.9,88114,142692.5,187315.9,150303.9,187586,60990.4,51069.3,283734.4,104580.5,150540.1,182375.9,269619.6,156632.9,304781.6,421353.7,NA,46676.7,1092898,165450.1,NA,50856.8
1/5/2018,4133238,2062133,4330940,2523964,1677426,1867562,321940,971999.1,1464957,693479.4,3108709,440007,529052.1,398446.6,927688.4,211893.4,583925.7,1446637,688026.8,779026.7,571640.1,359431.5,466807.8,358995.6,175734.3,302286.4,109158.9,171226.4,264671.7,756522.4,508016.3,651841.8,818247.5,2182336,177812.5,328491.9,362835.8,659185.4,595547,335583,323231.7,494324.6,165123,637792.3,664379,273438.8,266349.4,336009.7,174642.9,288383.4,458282.3,111340,181691.6,213002.9,195346.9,127041.1,192608.1,166649.1,151804,57578.9,85214.1,98320.8,335432.8,72023.3,97466.8,82202,227255.4,95606.5,161132.3,119715.3,80537.3,418403.6,169287.6,94808.3,44245.4,85254.3,136828.1,27640,91790.9,112008.9,375479.4,71150.8,158240.8,141714.9,180405.3,123889.9,156125.1,34014.4,40134.6,204995.3,140322.2,175839.7,274176.5,185102.4,137849.7,431703.9,225030.9,NA,46038.7,1407076,94108.3,NA,65506.9
1/8/2018,3591797,1950689,5326490,3385895,1374224,1502918,676646.9,659458.1,1177917,615542.4,4904890,386253.2,369574.4,423884.2,627125,235999.4,434254.5,3267218,529451.9,570039.5,498333.9,374583.2,350594.1,282764,194628.8,310172.2,98230.1,316321.1,385358.4,769040.6,475219.4,1029334,666012,1471205,418062.1,308240.7,363954.3,390521.8,708137.7,227634.3,245028.9,429000.4,175187.2,607625.9,518639.9,415873.8,197909.1,546868.2,180170,387037.6,445188.6,94299,269590.8,242485.1,165871.3,240101.8,148664.8,167568.3,155414,76855.9,76806.3,95770.6,383510.9,64981.4,89876.6,132707.3,197246.1,124849.4,85135.6,154043.4,90519.6,184387.7,84400.1,105480.5,44937.1,74409.8,100197.1,44345.9,86918.5,177666.2,512849.4,127745.8,153567.6,153279.9,170703.1,161072.4,183554.3,67273.9,54692.7,224236.8,97910.9,187743.6,146395.9,292906.5,194941,313221.7,396525.4,NA,74003.1,1159921,140364.1,NA,68751.8
1/9/2018,3762544,1720467,4579025,2328204,1492943,1947157,541460.8,853350.4,1286758,694331.1,2753349,335481.3,419570.3,554925.6,763732.6,352535.1,1145704,2384701,334232.4,701494.6,523997.4,309726.3,249722.4,498639.6,180510.2,231557,113273.8,274979.1,559017.3,740905,445648.4,690076.4,572503.3,2758277,448352.5,394560,347445.6,305547.8,744109.8,656763.4,269980.6,358194.9,255262.1,661021.3,459377.7,292402,206539.1,580841,140184.2,246622.9,422476.3,225532.2,134582.9,221621.1,96604.1,117563.6,166852.1,138502.4,214778.1,103520.5,54923.5,85319.3,215495.5,67717.1,76192.9,75038.5,173398.6,106519.2,94736.9,193766.3,69764.1,134609.1,122584,72625.9,43159.8,65766.7,205923.6,30930.1,103927.1,134315.1,305049.5,132195.8,242179.7,258960.5,171250.4,97943.6,179944.2,36406.8,44553.7,163718.3,91897.6,195806.4,220745.6,210871.7,183756.9,217401.3,309254.4,NA,33038.8,998576.7,155859.3,NA,55463.2
1/10/2018,4160644,1636605,3352625,1971242,1148393,1960630,394955.6,776397.1,1258039,824453.6,3217583,310447.1,483433.5,464153.9,492431.8,230595.6,793797,1439754,382991.1,830385.2,626249.4,517581.2,276924.5,429157.3,178828.2,265771.5,151337.9,239633.7,861421.1,629752.3,327824.8,512486.8,544603.8,2271114,295814.5,299527.2,380072.2,336971.3,773633,237141.9,297750.7,306571.9,239499.1,545212.5,279454.1,186982.4,183108.2,674278.9,124230.9,660569.8,157083.6,173165.1,270072.6,257182.9,222302,90156.1,221936.1,182361.8,220753.4,65797.7,42175.8,173872.6,209441,94177.8,61247.2,91220.9,114874.1,169203.3,152500.1,127160.2,61346,138348,133496.8,64693.9,28468.8,83168.8,180944,76081.1,299040.9,351528.9,216336,126049.9,105863.3,129029.4,228225.2,84909.1,410032,52281.2,48610,157045.8,99536.6,159943.6,141362.7,678779.6,121971.5,119542.5,395038.9,NA,44435.9,1147043,120824.2,NA,85849.5
1/11/2018,3269797,1564561,3957048,1799757,1244120,1528919,430603.4,867620.4,1659520,1548730,2279790,300873,880545.1,381979.2,498235.5,200657.9,621674.3,2261838,421213.4,466016.5,430928.9,346923.6,277241.3,276683.4,132601.4,150150,108525.2,135365.4,535695.9,462748.9,332945.8,730387.2,451202.1,1696189,230127,562027.4,320306,473515.5,567057.7,194644.6,270852,592710.6,175014.2,431298.7,312710.9,285884.4,307175.1,534206,137910.3,418724.3,195262.2,126048.7,184399.9,294279.1,106052.6,71929.8,306796.3,210934.9,209951.1,83659.4,34521.5,97368.4,191685.6,66800.8,52658.9,226691.6,228099.8,115843.9,105764.8,146759.8,62468,84960.4,109177.7,85499.4,36384.8,89253.9,99064.9,74019.2,137851.9,159515.9,181062.3,113289.1,88606.8,304034.9,159034.3,91661.6,632639.4,48748.9,49805.6,322231.3,99389.7,158481.1,164191.9,523293.3,218617.2,162911.2,314485.8,NA,112196.4,1078713,148682.1,NA,159833.1
