Code,@AAPL(VA),@MSFT(VA),@AMZN(VA),@FB(VA),@GOOGL(VA),@INTC(VA),@PEP(VA),@CSCO(VA),@NFLX(VA),@CMCSA(VA),@NVDA(VA),@ADBE(VA),@COST(VA),@AMGN(VA),@PYPL(VA),@TMUS(VA),@GILD(VA),@TSLA(VA),@CHTR(VA),@AVGO(VA),@TXN(VA),@SBUX(VA),@MDLZ(VA),@QCOM(VA),@INTU(VA),@VRTX(VA),@FISV(VA),@ADP(VA),@ISRG(VA),@AMD(VA),@BIIB(VA),@BKNG(VA),@JD(VA),@MU(VA),@REGN(VA),@ATVI(VA),@CSX(VA),@WBA(VA),@AMAT(VA),@ILMN(VA),@KHC(VA),@NTES(VA),@ADI(VA),@BIDU(VA),@EA(VA),@EXC(VA),@ADSK(VA),@LRCX(VA),@XEL(VA),@EBAY(VA),@MAR(VA),@MNST(VA),@ROST(VA),@CTSH(VA),@MELI(VA),@LULU(VA),@NXPI(VA),@ORLY(VA),@PCAR(VA),@VRSN(VA),@VRSK(VA),@WLTW(VA),@ALXN(VA),@ANSS(VA),@CDNS(VA),@CTXS(VA),@DLTR(VA),@FAST(VA),@KLAC(VA),@PAYX(VA),@SNPS(VA),@XLNX(VA),@CERN(VA),@CTAS(VA),@CSGP(VA),@IDXX(VA),@MCHP(VA),@SGEN(VA),@SIRI(VA),@WDAY(VA),@ALGN(VA),@BMRN(VA),@CHKP(VA),@INCY(VA),@SWKS(VA),@SPLK(VA),@AAL(VA),@CDW(VA),@CPRT(VA),@EXPE(VA),@MXIM(VA),@TTWO(VA),@TCOM(VA),@UAL(VA),@NTAP(VA),@ULTA(VA),@WDC(VA),@FOXA(VA),@LBTYA(VA),@GOOG(VA),@ASML(VA),@FOX(VA),@LBTYK(VA)
3/23/2016,2736812,1086156,2260701,2091447,937050.3,601894.5,344424.4,536605.6,827940.6,500573.8,368974.7,255796.8,325441.4,463911.8,328367.1,121256.8,1258225,1126720,361986.1,423870.5,182740.8,341900.8,621376.7,470472.8,165605.6,179087,91664.7,105271.1,164994.4,27651.2,395709,586115,213643.7,321925.4,257468.6,134191.9,166091,174267.7,259952,131982.6,176116.1,143230.3,99884.4,410271.8,217387.4,403868.8,86433.5,160161.3,105476.7,186739.6,496054.8,119573.3,74509,288300.4,47735.8,80247.7,167178.7,201067.3,84069.3,44639.2,39328.9,53124.6,311612.6,23808.5,37750.4,72237.3,98720.7,104233,36645.4,76572.1,38067.2,79264.6,193367.6,172880.7,35408.1,32900.6,65924.9,40918.8,103402.9,94837.4,48242.5,181143.3,89157.5,100978.3,224431.6,64306.9,402572.1,23517.9,22955.1,179172,51327,25238.6,171101.7,241157.5,54247,101241.4,325471.1,NA,60828.5,1059243,87565.7,NA,72048.4
3/24/2016,2756814,1079935,2996514,2005348,1172206,452873,320103.6,442975.3,1046443,590431.4,210664.6,302094.8,380829.8,452002.5,584355.9,250490.1,1316035,1112060,409439.9,391700.3,128974.4,347618.7,412413.1,381474,135393.6,151949.1,96384.1,91550.9,185912.3,27506.4,273906.4,498391.4,209166.3,239410.3,385880.3,120984.4,112306.4,159922.2,282377.8,146603.6,256327.3,108854.9,113586.6,302724.4,199305.9,210602.6,65738.1,169161.3,89794.4,326358.4,387816.6,146042.5,145272.6,306115.1,43426,69645.4,221043.3,157383.4,79684.7,41386.4,30417.3,63501.7,162899.3,31781.7,38841.9,140674.6,102313.4,94261.6,62580.4,76252.7,27647.3,115784.2,187214.2,100692.7,21230.3,31348.9,56804.3,44977.9,82649.6,105910.9,41554.5,125004.6,50524.9,132287.1,173443.4,53876.4,507598.2,39811.5,41876.8,249505.3,41510.2,22117.7,120249.9,382246.4,48416.7,118912.3,282416.3,NA,66296.1,1170806,28310.2,NA,94416.1
3/25/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2016,2046955,913022.8,1812102,2429174,817633.1,364423.7,382895.3,356451.8,1249789,446662.5,230738.3,210872.8,270411.8,313757.7,240619.6,96515.7,894853.4,905302.4,269304.4,263452.4,126719.2,342258.7,500605.6,454817.6,101830.6,119270.7,70794.8,117225.6,120104.6,21450.1,257892.3,582859.4,236038.4,238230.1,174264.9,104803.4,143653.8,143886.8,109679.1,129627.4,277342.8,125432.3,84956.6,212422.6,148655.6,159360.5,63942.6,124622.4,62354.5,137732.9,486933.1,105302,117595.2,196001.2,56556.9,118962.1,113384.1,169564.3,78673.5,86643.9,49709,94828.4,173021.1,18145.2,34736,106845.5,169005.5,94064.4,44933.5,97390.8,28163.7,103253.2,115098.7,57216.5,24239,26259.3,80005.2,32098.5,65804.8,93015.1,54969,57173.3,48287.6,74974.6,162332.7,37493.8,262517.9,14926.8,23617.8,246368.8,36084.1,25776.9,127345.8,196618.4,41480.9,91336.8,204381.1,NA,39823.8,957244.9,17771.2,NA,39260.6
3/29/2016,3334869,1303241,2588760,3435206,1523842,493037.2,339943.1,480105.8,1651426,478527,230114.4,394900.6,255966.7,406368,223682.8,183480.1,794269.8,917505.2,351099.6,411616.9,229175,358607.1,380391.4,529143.6,95889.2,136067.6,114878,152276.5,203507.4,38352.3,321245.6,557032.8,398035.3,317948.6,241649.6,203096.4,153537.7,233042.1,160829.3,153134.6,305773.8,260508.9,78577.2,476747.8,216723.4,267906.6,57166.1,267993.3,117425.2,329512.4,334725.9,90911.6,120418.8,288084.2,82733.4,240468.2,223620.3,152598.4,101713.5,59194.3,54066.4,69492.5,155466.1,38143.7,67759.3,73128.4,122672.6,93286.2,69502.4,115827,55037.3,110688.5,139940.4,50873.8,25596.6,37924.6,84614.2,40979.7,88743.1,143857.7,66330,113756.2,43656.5,87321.5,322801.1,75401.3,279364.1,19511.5,24154.9,296926.8,53182.4,53287.4,162318.3,235629.9,70760.2,104424.8,231940.7,NA,82448.6,1409318,40624.7,NA,100456.6
3/30/2016,4996430,1270353,2331959,3838429,1559307,541537.3,478910.7,552700.7,1511020,486827.9,337830.1,637263.3,416086.6,347333.1,206586.3,103566.8,750431.8,927585.6,287809.2,419143.4,292934.8,343052.4,436500.6,364981.1,99935,136959.8,95872.4,134550.3,176224.7,43572,296249.6,496245.7,329731.6,374740.6,253952.3,284146.6,171701.8,234712.2,261914.5,168819.5,263277.6,165071.4,77103.1,520479.5,163877,150595.8,78627.9,219511.3,86368.8,269103.4,168245.8,97026.1,106540.8,339420.6,55366.4,723711.2,389118.5,117437,78388.9,76397.3,26469,52627.6,171240.3,32048.6,40675.5,65701.5,222194.3,122166.3,88794.1,223538.2,38274.6,104518.8,61548.4,60989.7,32845.6,31487.7,84413.8,27546.5,112507.8,176910.5,44666.8,73591.8,160445.6,89600.6,208764.2,47079,253300.1,16861.5,16816.8,150133.6,57936.9,45515.6,197014.1,203654.8,84653.6,118969.3,452105.8,NA,61894.5,1342389,46645.6,NA,72207.3
3/31/2016,2828648,1456045,1597681,2426045,1243411,580061.8,551762.1,524059.1,997474.6,540122.6,338659.9,616507.4,426135.2,420191.6,312396.6,146698.4,1257205,1857421,310209.3,388121.7,311978.4,336653.8,482303.8,374319.4,232230.8,261238.5,161856.2,132985.1,135716.7,25812.5,402436.4,633877.1,218621.4,494638.6,335938.5,239660.2,243155.2,321607.9,308143,193078.9,267173.9,155811,105090.9,456635.6,150235.3,258673.1,79506.8,317881.4,134259,355361.2,323111.8,106354.7,114935.2,220798.1,40059.4,262762.7,326524.8,154763.7,111953.9,85493.1,77705,68545.1,254559.7,35788.2,42723.9,83799.9,180147.9,106291.1,69360,170426,56798.3,119001.9,101106.8,62349.7,44175,49037.4,134910.8,34713.3,97147.9,170234.4,72628.6,177969.7,201692.5,157296.6,229689.1,68128.3,335697.2,22484,61053.5,278553.8,92119,56238,210561.9,348053.4,85703.8,142725.1,244170.9,NA,46556.7,1282582,64477.6,NA,85536.8
4/1/2016,2831970,1348220,1739090,2856719,1212298,583848.9,426279.8,656250.9,1481969,655347.1,312960.6,377928.2,242424.9,608452.9,273951.3,243633.3,1066730,3822714,398160.3,401228.3,262051.4,570707.9,372472.4,473758.6,88218.8,283109.2,90095.6,146058.1,274714.1,23410.4,560968.5,733169.1,293712.9,306956.2,1264077,171140.4,274719.6,560134.3,252860.8,283785.9,269717.9,150911.9,82066.2,461497.5,141983.2,271602.2,212648.7,240575.4,118357.4,266443.6,1222778,134164.8,134709.9,152560.3,79750.9,200575.4,207119.8,178143.8,111948.9,78247.1,55189.8,91496.8,285146.1,30910.8,54892.4,86131.9,168822.1,158936.1,64577,109363.2,60342.1,91664.1,146314.1,49401.4,38391.3,53744.6,102605.6,37761.7,226020.5,216982.3,41062.8,135323.1,78680.3,111460.3,156167.7,66261.6,444811.4,19987,24924.9,268841.9,67250.3,44694.9,109176.8,420308.8,75558.8,98535.9,185918.7,NA,72679,1176282,36722.4,NA,112387
4/4/2016,4160933,1047726,1467469,5468935,1030188,690794.1,436311,503962.1,1141923,451419.4,354565.3,227540.8,229554.4,358498.1,208158.8,161658.8,831762.8,3336293,326760,278089.8,197814.8,350517.9,361085.6,319513.6,93823.8,227193.6,98754.8,105951.1,316113.2,15866.9,636874.6,458079.4,214292.7,246324.3,489037,165045.4,485233.1,439415.5,168873.6,147457.5,275144.1,155664.6,55187.8,329268.4,133561.9,158951.4,76620.8,169204.3,95038.4,297669,369156.8,112741.6,172552.6,238998.2,49058.8,184429.4,163350.3,151511.9,89915,47202,55029.2,60787.4,293794.4,21460.6,75902.8,64256,169207.7,161420.3,62727.1,101709.6,34456.1,107471.3,153258.4,48086.7,18431.9,52104.3,110895.8,40389.8,83595.4,133570.1,44361.5,89337.9,108171.4,81851.3,158967.3,63710.2,310062.9,17906.1,20892.7,363051.5,51749.5,33204.7,116053.3,260894.1,47430.9,112613.9,164942.8,NA,59067.6,845765.2,88010.8,NA,60945.6
4/5/2016,2924251,1055910,1359813,2586200,929760.4,640810.3,370587.9,669192,1054858,439660.3,304200.2,232690.6,290072.1,399883.3,206503.8,153919.9,1129931,2481828,251601.8,884129.4,258062.1,299375.6,420877.9,344349.6,99705.6,241820.4,125095.6,160265.9,195398.5,26772.8,452289.9,475683.4,176489.9,218594.9,416722.4,192344.8,226676.4,788913.6,187093.8,146201.4,209311.3,151652.7,98950.6,546194.1,149577.9,212769.1,65272.9,154423.4,180653.6,404360.9,380316.5,223632.6,134057.5,156176.8,33676.4,132156.7,152301.1,155994.9,123557.1,113603.8,37799.3,131732,254894.3,23240.2,61336.5,108168.1,190445.7,174166.3,49223.5,115567.8,37368.6,103584.3,76409.9,61329.4,34419.9,67169.4,184103.1,52812.3,170672.5,110251.9,45495.8,67452.4,94397.1,106670.4,159633.4,43787,298316.6,23806.4,21639.7,397295.3,51234.8,41945,159164.9,151500.1,74318.3,148474.1,269291.7,NA,69712.6,836389.3,105636.3,NA,94611.9
4/6/2016,2908335,1160860,1700699,2358407,967068.2,503441.3,434357.1,568744.3,1008815,673814.8,402048.2,256912.4,246148.6,641702,214795.1,108439.3,1078088,3068081,215034.1,438637.1,213559.7,343570.1,376793.7,383241.7,84599.7,310714.3,198081.2,170475.6,235852.9,34704.3,833390.4,361327.1,255881.1,191017.2,617872,154521.5,253881.6,673119.4,183461.6,198642.4,189091.3,147916.9,82271.9,358712,108669.9,276943.9,93227.6,179702.1,130719.4,545755.6,231133.5,118472.6,105066.1,136452.6,38307.7,168885.6,152020.9,132149.2,114847.6,62403.8,37131.8,233867.4,327357.2,28388.3,52920.1,52741.7,145519.3,181944.7,82064.4,108842.3,61208.9,88256.7,87965.4,52402.4,43550.6,34654,242236.9,62105.5,161945.6,139721.5,46456.6,158712.7,83946.8,218160.4,194814.6,59096.6,218841.4,43296.8,19591.9,230130.1,44642.1,27177.2,159907.1,177375.8,85024.8,128475.2,286650.1,NA,62960.7,782533.6,75496.3,NA,79926
4/7/2016,3471194,1047810,1892139,2358487,971430.5,747930.1,643839.5,470683.6,1128613,600688.3,335898.1,222274.5,617323.5,530535.1,279778.6,177290.9,1278743,2308968,227162.4,358035.2,242227.4,503440.9,315030,377005.4,131963.5,245419,95075.4,148643.1,166457.2,36130.8,548967.4,497566.5,208995.4,204954.7,523876.1,194590.1,219646.9,462636.6,190980.6,221150.6,249420.2,178946.2,86584.3,336556.8,188107.8,154752.3,82164.6,202744.2,136356.8,488397.7,277323.9,147848,171041.9,272072.3,29313.2,122887.3,172951.5,129398.1,84783.4,68852.6,60099.3,80022.8,311632.1,26448.7,78867.9,87627,218772.6,142962.7,88924.4,109700.3,37461.3,123841.4,187477.5,87287.6,26218.2,73828.8,112445.3,54274.3,293895.9,153841.7,45608.1,161386.5,117521.8,120483.6,348670.3,66665.9,315220.6,45888.7,17651,222963.1,62183.8,28896.4,125108.6,362540.9,82387.8,168349.3,327503.6,NA,85021.9,1076884,45476.6,NA,87456.8
4/8/2016,2569076,1211847,1539302,5403115,891016.9,540087.3,645424.8,401866.1,817206.6,352285.6,228148.6,193876.6,304381.9,394766.3,300284.9,72558.3,936736.4,1870939,205025.4,288547.6,185744.4,309339.3,373171.3,282867.3,67621.4,131936.8,78085.1,98105.9,161589.9,23176.8,577830.5,383865.7,130248.5,203596.5,499997.8,155425.8,233721.8,340536.1,181181.4,147021.6,167498.9,154476.6,107070.6,316378.5,150736.3,170374.1,66025.3,139295.1,86298.8,204497.3,621288.6,106756.9,109373.7,152884.8,34043.3,136268.3,289225.8,141813.7,82872.6,44559.2,50071.3,78242.7,228240,13666.4,57589,85249.4,118348.8,116434.3,43943.8,64064.2,15970.9,81695.9,166531.1,42403.7,45703.2,32246.5,91413.4,31696.4,215759.9,89271,27441.9,119585.3,70440.8,121187.4,338450.8,91858.4,234511.3,17428.6,13724.2,233728.4,88541.9,25228.5,201086.7,189275.9,53158.8,725969.9,207591.7,NA,84865.6,954644.6,42889.9,NA,63127.3
4/11/2016,3228391,1172474,1622236,4358732,1211718,630131.9,560486.2,521912.7,773624.4,442925.1,349248.1,202419.7,342019.6,428011.6,207823.9,70377.8,848290.8,2315666,183776.6,290401.5,213254.3,373165.9,284062.6,441882.5,102899.9,120162.7,67771.6,140944.3,143039.9,25138.6,504094.2,375341.2,221706.6,194371.4,431386.4,151586.6,294209,252762.9,290145.4,173170.8,226693.8,160690.9,88831.6,353094,118544.6,128813.9,74517.3,133133,92583.5,179112.7,439841.3,98097.3,110783.7,204006.7,31492,210674.6,217874.4,156191.5,115169.3,51424.7,41526.7,63574.9,192520.1,22536,50467.8,145517.8,91068.4,178950.4,163506.1,87558.2,19448.7,69946.3,108456.3,57480.8,49216.9,31586.7,97661.6,22686.4,234840.6,80934.3,30933.7,95914.4,59616.4,73835.2,154040.6,61656.7,310716.3,29330.2,30017.1,172756.8,54470.5,25484.5,244394.8,249017.4,54287.6,325234.7,224666.8,NA,71495.9,904454.3,19027.1,NA,67518.3
4/12/2016,2989595,1355572,1584499,2896499,1039909,532649.5,395880.8,759435.8,1306994,466713.9,261200.6,193680.5,340080.6,436717.4,290536.5,128595.8,890263.9,1427596,269435.8,256214.8,260597.6,1039334,240867.9,310155.3,148656.8,153419.8,109271.4,135220.2,182150.8,45371,387854.6,577880.3,280126.8,262985.9,423599.3,174988.3,268644.6,294541.8,173839,123060.8,183658.4,176435.2,85449.4,321134.4,185424.8,212015.8,144805.6,194393.6,43212.6,217600.3,227846.3,125098.9,87178.7,375311.3,69824.8,159108.9,211923.1,232542.2,110701.1,210181.1,34897.6,89589.8,222042.8,34286.9,67255.7,130609.4,124596.7,360775.2,86420.1,105425,18155.7,81124.3,80999.9,47192.7,34546.3,54760.7,70882.9,26988.6,197899.1,100839.6,26885.7,104398.9,118180.6,61998.8,280701.3,60507,251460.6,18901,34834,196384.2,62678.2,38045,266314.8,184345.2,52287.8,242834.3,183703.6,NA,80653,999020.1,29704,NA,74368.3
4/13/2016,3719963,1148612,2592162,9651116,1364840,640771.3,396088.8,715074.9,1829326,485070.7,319732.8,193572.6,315203,616915.1,273963,103137.9,903169.1,1243510,292159.5,343889.8,297643.9,596463.8,314997.8,718036.6,140131.5,179687.8,110907.4,149852.1,206404.3,22390.5,377658.8,799031,409639.6,278698.9,248663.8,291837.1,445284.6,426797.3,178384.1,184350.6,251597,152550.1,80653.6,632117.5,200369.2,125682.6,89530.3,210857.9,104628.7,428355.4,235157.6,138189.2,99185.5,400527.8,57067.7,122677.1,352012.8,187546.8,110474.1,65565.8,43474.1,72912.4,248078.1,47836,47365.2,105346.2,125797.6,160345.9,40227.8,116090.2,33254.6,65333.4,69617.5,90307.8,30842.2,58692.7,57047.9,26226.2,229241.8,101658.6,36742.4,151477,161000.4,81727.4,153432.9,46615.6,494619.9,20222.2,19190.2,244582.9,76580,36445.3,339034.4,209339.6,57855.5,230842.2,209884.9,NA,66793.4,1280781,36921,NA,56285.3
4/14/2016,2850610,1155762,2181983,3165007,1047863,686710.4,578407.1,425036.7,1056203,422429.9,383161.8,166430.9,367167.4,385204.6,177697,80240.1,858465.1,1046385,262588.7,435169.9,289651.6,310330,510630.4,409745.9,131175,114316.6,97599.7,162641.5,100485.6,24627.8,246183.1,693419.4,164459.3,186689.3,184216.4,136300.8,226201.3,327748.1,386079.3,115100.2,243127.1,143118.5,92220.8,397877.9,136461.9,132857.1,57531.7,225468.1,84904.4,197947.4,293629.8,437369.9,152113.1,163821.6,71791.1,189980.7,477655.7,207670.1,106131.9,56971.6,51034,42170.4,151969.8,21878.3,30470.3,107503.6,81577.2,103817.3,37796.5,66543.2,25188.1,101070.4,71691,55421.2,27312.7,81879.6,83481.6,30750,148137.8,98557.8,23244.4,126423.2,214477.8,77184.8,184333.4,27209.1,418004.9,23544.1,21721.3,335168.9,97544.6,37131.8,184926.6,215996.6,88219.1,281412.4,608016.4,NA,70000.3,856782.2,54963.2,NA,39003
4/15/2016,5195238,1600957,1800313,2298124,1235229,910679,471244.9,663881.4,1300893,514592.9,405553,207405.3,409590.5,451228.4,202365.6,239573.1,875045.4,947595.3,230987.9,432470.8,276911.7,360529.8,314951.9,522452.6,167332,343143.8,77866.9,157967.2,178450.5,20288.4,451443.9,636616.7,217407,269861.3,190781.6,185225,193852.9,264691,264745.3,150807.6,236906.9,132185.1,122384.5,317427.9,307602.5,363764,104289.5,234541.6,115137.2,159676.8,300762,234764.1,110970.4,317532.1,31428.4,130280.1,451918.1,148542.8,86465.6,55475.4,37175.2,110931.1,240037.4,36990.7,37614.4,188028.2,148753.9,88373.3,35764.6,72076.4,42327.1,77674.2,116010.4,36123.6,24396,73903.8,127511,23437.5,102937.6,173039.1,35796.2,134196.5,119982.3,87386.2,246835.7,35507.8,286279.4,25802.9,21907.5,244187.5,65822.3,54453.8,125191.6,161447.8,79737.8,2327690,329836.1,NA,97059.6,1372298,53938.7,NA,72398.1
4/18/2016,6559913,1338684,2759574,2329909,1317135,681379.4,804136.2,443783.3,3443896,537522.8,283412.5,208945.3,204555.3,335355.4,253769.3,320367.8,799409.4,1086140,200746.5,237646.3,260903.4,439670.4,249529.7,395315.6,119921.3,209381,57124,117746.7,233214.7,24654.3,418624.3,865054.1,266158.5,288562.1,400343.9,158878.1,153391.1,335389.9,201644.9,233798.8,172471.4,169192.8,97728.3,288920.5,187911.9,172317.3,94244,222007.8,85606.4,150664.3,335903.8,107614.9,120720.1,214576.2,61906.5,103674.3,254787.4,172818.5,140790.1,53798.7,41195,88641.5,153927.4,22076.6,40462.6,127557.4,134101.4,93811.1,38551,58896.2,20091.2,88467.1,140884.5,30520.1,39187.8,73857.4,109512.3,23123.7,240499.1,110398.6,42664.1,102677.9,155016.2,122227.4,174646.7,63820.1,214208.7,21248.5,11149.5,254215.4,42553.4,45117.8,108488.1,136865.6,117501,228733.3,182303.9,NA,81277.8,1191145,34027,NA,59669.7
4/19/2016,3464593,1664812,2549306,3352875,1709530,1058899,520619.4,575117.8,5384334,586320.2,281454.4,241586.7,242025.9,435524.8,232851.6,344460.8,978908.8,1574907,335279.5,373521.5,365039.6,442909.1,231023.6,481176,79645.4,139314.6,61804.9,173193.8,411047,31468.7,380682.1,585821.5,269880.9,226270.8,285866.3,146069.1,214971.2,438621.9,261033.1,1556623,202852.4,106065.1,97432.1,411303.1,125538.8,224199.6,68507,242140.9,35991.3,508540.9,369976.4,401484.5,86720.1,162014.1,46243.7,97610.1,249326.3,170576.6,140390.9,79661.8,34289.6,112452.8,120972.1,40391.3,68947.9,110628.8,154547.5,92966.2,48017.9,111645.2,33654.8,91626.3,106062.3,56777.5,29207,65487.6,100681.6,24475.2,234077.6,131465.5,31715.6,148526.4,224063.2,82777.6,271767.2,46547.7,275140.3,30369.9,15719.2,396078.9,101202.6,39822.1,160246.4,205917.2,79525.1,237377.3,224008.4,NA,80123.3,1535647,83394.9,NA,61848.3
4/20/2016,3285745,2024602,1648911,2365003,1328326,1838783,492110.8,568259.1,2550274,828080.6,182624.4,261075.3,200496.5,387264.3,308478.3,248341.9,889021.4,1295575,463839.1,297007.6,276423.3,339753.6,283846.3,585068.4,91658.4,125549.9,107269.8,171765,452117.8,21245.7,671180.7,564847.7,226766.3,205483.5,391018.1,123439,184308.9,249755.8,287681.2,402851.4,146029.5,146575.1,107038.5,289807.1,119053.4,160620.7,75416.1,335012.1,201950.2,209646.1,346711,132483.9,116688.4,142312.8,36213.5,146562.5,255559.1,117884.9,148181.2,57814.6,37886.9,80222.7,129118.8,26792.9,76719.6,198043.3,130305.3,76032.3,46134.4,98858.5,29777.4,136977.8,85978.5,45862.3,22771.7,71418.1,111709.2,23024,133655.3,98544.5,66337.9,354316.9,474896.7,80514.8,226000.8,74629.6,207832.7,31339.1,20558.1,174902.9,63241.5,31585.1,153878.9,241033.9,133034.8,180458.7,280892.6,NA,101516.8,1152384,203429.1,NA,77583.6
4/21/2016,3345405,2163493,1641075,2364947,2974778,908642.9,721378.4,490263.2,1903933,865346.8,162492.6,199513.6,317775.1,384084.6,222569.9,166339.6,914929.6,691835.9,634701.1,244430.4,198736.3,769113.6,369356.5,859260.8,125265.1,148691.4,119362.7,137704.6,158638.8,38152.8,873630.4,362171.3,183647.1,167357.9,299124.1,109460.3,185145.7,260490.9,187256.2,317061.7,162520.6,161893.6,86087.1,333949.2,114967.4,191745.5,105466.9,324681,325707.9,207922.8,306292.9,207764.3,131594.4,152842,43995,131409.1,135761.4,164217.9,80513.5,50997.7,40461.5,130110.3,191941.1,26024.4,42354,487407.9,82313.6,64798,77788.2,103953.6,38941.6,98056.6,103888.4,50553,22508.8,65463.4,95792.6,34342.8,159477.8,154336.6,32336.9,190245.6,252005,127700.6,208399.9,89214.1,431732.8,16660.7,23554.5,148249.1,119045,21047,164207.9,1339273,68927,176640.2,194527.1,NA,82419.8,2282875,60332,NA,83681.9
4/22/2016,3549572,6561822,3145803,4238734,5197138,934489.2,576026.7,653035.9,1512572,670717.2,203108,359405.9,335211.1,450048.9,258624.3,147360.8,1046277,948011.3,296151.9,386289.3,315662.9,1719553,302232.1,737126.9,164394.8,109960.4,111815.6,126433.5,267180.9,510960.3,663499.8,706011.3,220092.7,199089.4,341583.6,162223.1,345682.5,301637.3,192385.9,315447.6,187169.4,131606.7,113863.3,382918.9,171756.3,158785.1,60271.2,179576.1,196441.3,260767.1,357366.9,311860,129751.3,198678.4,38788.4,77534.8,284455.2,174242.9,130821.1,54103.6,44598.1,85962.7,193587.2,48535.8,97908.4,335330.3,130640.9,78196.5,53336,86431.9,37685.2,95795.3,93370.1,48363.1,20652.1,48668.9,104684.9,19476.5,227458.4,99492.5,51675.7,235739.9,205097.1,60661.8,188487.3,65280.8,793987.1,20682.7,15177.2,213316.4,143130.6,93840.8,162839.9,575549.3,57086,203594.1,194517.4,NA,44062.8,4291937,26445.6,NA,64525.8
4/25/2016,2944364,1725154,1669537,2308342,1831515,605497,358779.8,462330.7,1404154,740911.9,174931.8,195500.9,188727,260213.6,316418.1,285839.4,845988.3,931075.7,1283374,162439.8,275376.8,486701.7,245608.1,363468.9,90946.9,125276,80423.5,102252.3,198713.8,284051.1,472754.2,524952.1,206906.6,238659.4,152983.5,95376.6,177435,237468.9,141972.1,243289.1,182271.9,117908.6,74893.8,330739.5,75886.8,145231.6,79999.7,178620.3,126418.1,394379.4,230024.8,157667.2,117834.5,125348.4,29143.2,79833.6,379108.6,164421.8,139246.4,146841.9,30486,56517.8,134032.1,34845.9,83954.6,158520.5,108850.5,82348.3,42134.7,118625.9,32187.7,71929.7,78269.5,50906.8,20212.7,62492.3,77559.8,22044.4,94176.8,94464.3,34125,158926.5,139117.3,52877.2,182853.2,65597.3,472515.6,63201.6,12662.5,182792.6,101189.4,24423.2,170084.9,343089.4,66059.2,198181.6,169812.1,NA,57147.7,1411869,35323.6,NA,49752.3
4/26/2016,5743878,1725109,1560468,2461335,2040306,658134.3,330891.8,515219.9,1413682,536942.4,196339.1,136117.6,236942.2,351081.2,208727.5,600342.5,950624.3,815279.8,1403673,398065.2,233236,512134.4,358619.4,401205.6,128202.2,142109.9,85687.1,146350.5,188228.8,133068,416429.2,425695.3,1303274,535353.6,175342.1,125497.5,222851.5,275934.1,196649.9,257574.4,182733.5,104013.1,105457.4,356437.6,99278.6,192426.6,99516.5,217595,131613,442394.9,297276.4,135966.8,90713.6,125467.6,33246,71513.2,1577884,194852.4,281601.9,79055.9,34002.8,66060.9,224448.3,29273.9,147335.7,90051.4,131440.8,114378.1,76698.8,118903.6,42612.3,196183.6,63511.3,70099.8,24310.6,61041.9,135268.6,24735.8,74584.5,76430.4,42363.4,108630.1,103737.8,57586.4,183273.1,31861.9,540617.4,27161.5,18431.1,138507.1,112658.9,38722.4,169643.1,369646.8,66754.4,233591.3,180533.6,NA,80166.3,1955601,33635.4,NA,100598.1
4/27/2016,11157800,2207182,2469775,5772936,2375605,631314,383092.4,596806.5,1113192,1051923,325514.9,198394.2,226036.4,440513.8,506471.4,299720.1,864738.4,805571.1,695625.9,584478.6,424605.7,706237.1,523529.9,435778.9,106223.1,219446.3,79822.6,216719.6,157043.8,88969.6,308189.1,532976.6,560955.9,277997.7,383305.6,234835.8,181896.9,292084.9,203050.9,179237.4,177225.8,94928.6,105007.8,420469,350743.1,183567.8,149851.2,304634.1,175676.2,746271.4,424935.1,236532.4,111108.6,115840.3,27014.8,63026.4,574834.5,243724.8,265722.4,65287.6,52341.1,57602.8,284448.3,21743.8,70415.7,125459.6,96249,237253.8,89398.6,85728.1,26674.4,155138.6,80296.2,56392.5,60991.8,63563.4,116510.8,42184.1,120691.8,56349.7,33374.7,88531.2,102393.4,91238.8,452301.1,67997.9,452611.9,24875.4,12944,337394.8,86183.1,68603.5,155398.4,255886.1,56746,292844.1,281138.4,NA,93336,2170529,59104.3,NA,78653.7
